action_lineage_id,decision_action_routing_id,decision_readiness_id,lineage_type,lineage_description,lineage_status,source_phase,reconciliation_status,governance_note
ALN-F97262DA,DAR-91D90854,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E39D960A,DAR-0E65789B,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-2A6DE86B,DAR-176EE90A,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-5CFF312B,DAR-C07CB25D,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-97F76E9E,DAR-A1A2665D,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-2F131348,DAR-F0143175,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-28BC8956,DAR-B5484C62,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F9D94C9A,DAR-23D672E9,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-79AE6C78,DAR-28BD94EC,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F0B5C749,DAR-02DF1924,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-EA34F138,DAR-77B5EE58,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-56AE825A,DAR-5231C4E3,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7D99C818,DAR-95B8A848,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-32266FFF,DAR-31A5A4CB,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-BF1299A1,DAR-895ACABD,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-083A0FF6,DAR-AEE32709,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-BF02A474,DAR-B2062893,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-FB5FAA89,DAR-6ED35B2B,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-B5AB6C47,DAR-33455E2F,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-BF040E29,DAR-32771955,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-B321AF42,DAR-85979769,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-9DB6C001,DAR-67B764A2,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-26A3C695,DAR-4F06A506,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-BA9A958D,DAR-5C6CFA9B,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-59CA895A,DAR-EC563043,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7BDA50DC,DAR-0B4C4141,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D509114F,DAR-8C219A6E,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-FDEC7BF5,DAR-EC8DC8D1,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-260C23F4,DAR-DE81E8AC,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-09DDD728,DAR-3D9D2EA3,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-DA9E9F9E,DAR-22A116C9,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-07CAEDAE,DAR-966E9E6B,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-665DBE2F,DAR-4E8C9D82,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-006F3268,DAR-179B0B85,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-839ED693,DAR-50187F50,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-36F46E76,DAR-39C5317E,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D3300681,DAR-2F84955A,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-14D2DE17,DAR-C131D1B3,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-723FAD13,DAR-7DE5A642,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-57AC3288,DAR-28D1CA61,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-B36CFDAD,DAR-B74AF76C,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F512F3F5,DAR-D519F794,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-192B55F5,DAR-F5016DBB,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-AC8C1CDE,DAR-0457E95C,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-0EFA4907,DAR-045AE68E,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-65E00E48,DAR-222D5C8B,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-32F105B8,DAR-66E36FD3,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8710B349,DAR-4BC7B26C,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-B2B5878F,DAR-8F7677D5,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-380CFADC,DAR-9B05F649,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-6DD6D970,DAR-3053D96C,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-883CCADE,DAR-0AE415AF,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-34C093C7,DAR-323AB6D4,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C47A2D03,DAR-CF1543E6,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-DD36EE6B,DAR-C303CB6D,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-A5E69E12,DAR-5F93B50B,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-EB5CA6FF,DAR-21D8F676,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
