integrated_decision_id,approval_package_id,lineage_available,lineage_stages,stage_count,raw_data_source,processed_data_source,kpi_source,trend_threshold_source,risk_source,recommendation_source,scenario_source,financial_source,integration_source,lineage_completeness_score
ID-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
