decision_action_routing_id,decision_package_id,final_readiness_status,primary_permitted_action,primary_action_id,assigned_flag,selected_flag,governance_note
DAR-18FB64D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-C3F1A180,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-B0F9ABE0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-436AC210,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-65082F7A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-B3C2E998,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-91D90854,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-0E65789B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-176EE90A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-C07CB25D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-A1A2665D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-F0143175,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-B5484C62,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-23D672E9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-28BD94EC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-02DF1924,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,Requires Additional Scenario Analysis,Request Additional Scenario,,False,False,Primary action reflects readiness status: Requires Additional Scenario Analysis
DAR-77B5EE58,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,Not Suitable for Decision Use,Reject Decision Use,,False,False,Primary action reflects readiness status: Not Suitable for Decision Use
DAR-5231C4E3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-95B8A848,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-31A5A4CB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-895ACABD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-AEE32709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-B2062893,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-6ED35B2B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-33455E2F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-32771955,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-85979769,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-67B764A2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-4F06A506,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,Requires Lineage Completion,Request Lineage Completion,,False,False,Primary action reflects readiness status: Requires Lineage Completion
DAR-5C6CFA9B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-EC563043,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-0B4C4141,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-8C219A6E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-EC8DC8D1,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-DE81E8AC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-3D9D2EA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-22A116C9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-966E9E6B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-4E8C9D82,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-179B0B85,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-50187F50,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-39C5317E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-2F84955A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-C131D1B3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-7DE5A642,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-28D1CA61,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-B74AF76C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-D519F794,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-F5016DBB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-0457E95C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-045AE68E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-222D5C8B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-66E36FD3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-4BC7B26C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-8F7677D5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-9B05F649,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-3053D96C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-0AE415AF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-323AB6D4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-CF1543E6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-C303CB6D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-5F93B50B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-21D8F676,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
