decision_history_id,decision_package_id,current_package_version,current_readiness_status,current_primary_action,current_queue,current_approval_status,prior_version,prior_readiness_status,prior_primary_action,prior_queue,prior_approval_status,change_reason,changed_by,changed_timestamp,change_event_id,history_status,governance_note
HST-4A0AF174,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FB39A0DB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-EB99C586,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-EE4E111B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C1A4ACB5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-25D985B9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7EAF892A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-9F8A8EA4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-47BBC7DF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-9BE1282E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B8563ED5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-873DC16E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E4881138,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-75618725,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-54E81592,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FC8458BD,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-63E75D56,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-04A60433,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-18849847,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A105E33D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,1.0,Requires Lineage Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2D1D332B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7FBFDADD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,1.0,Requires Budget Data,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-81472F44,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,1.0,Requires Lineage Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F339A84B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7691FEDA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FF3ED425,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-DDDD1736,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-625F2CD5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-5C70B122,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-32B611C9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F92260BB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-10A3BC4F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-34195C3E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-0F994B1D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B5BA4BBE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FD49A0FD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2D2C078A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,1.0,Requires Lineage Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-BFC7E803,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2EEEDBCE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-924BE0A8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C14259A8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7EC1C005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-04333A2F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7D7F7778,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-47635388,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A885ED11,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-45E6156D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-DF8FFE8D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4BF31853,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-1C370DE6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4D39979C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FE2A6DD7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-277EE903,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B98CD83C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,1.0,Requires Additional Scenario Analysis,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FCC51482,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,1.0,Not Suitable for Decision Use,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-3CD5EB4A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-63774E50,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-956D9B81,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E36F4EB9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-5058924D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-72B38DAC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D2CA5DB7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F5CBC0C7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B2AF8FDF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-1B77B184,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-8DFC0234,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-70655768,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,1.0,Requires Lineage Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-6C6F3545,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D1D85828,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-15DE1F80,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4FD67075,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D7B9E2BB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-89A1B13B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-00CEDFC6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-14E4C6A2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C476AE91,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2333DBB9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-23CECF86,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-82FC1FEA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-9B6EC1E7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-969E23C9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-115CC7E5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F1EB112F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-1364DF86,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-3406712C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C0AAD232,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C4D8A58E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-534435FB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-EB49CEFB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B1C653D8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-6C49F226,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F4774794,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-EDA641EA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-BD61DFE6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B95801A5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-92D83863,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-5E2E1942,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4F5A39CA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-975D00E0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-26E95736,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C0620063,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
