evidence_completeness_id,decision_evidence_profile_id,decision_package_id,expected_evidence_category_count,available_evidence_category_count,conditional_evidence_category_count,missing_evidence_category_count,critical_missing_evidence_count,evidence_coverage_pct,evidence_completeness_status,management_use_limitation,governance_note
EVC-57992D2F,EVP-E4AEBC04,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-1B8776AB,EVP-E9458235,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5F2A419B,EVP-14D4A096,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-DA052A5D,EVP-4E7C55CC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-847AFD81,EVP-FB4007EB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E3C53339,EVP-A0A640FA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-63BFF10B,EVP-F1C83A6B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-67577819,EVP-F78DCBAF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0DF20B89,EVP-B13DEAA4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-AB6F8D8F,EVP-BEFEA71B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-591E6D42,EVP-E173A81E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5A68B51A,EVP-881497E6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C8A8F7B3,EVP-A660E211,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-758D2DFB,EVP-7C38110C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-1F4BEF08,EVP-83539504,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-64621D90,EVP-ABCFAE50,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-994636A5,EVP-6C15E9AE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-6A77A5F0,EVP-87D71FF5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-8E861189,EVP-800473F8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-766AB9AC,EVP-841D6833,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A468ACAC,EVP-80D662CA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-4EC9A474,EVP-9487C472,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-254B0623,EVP-594F9A02,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-67A6392E,EVP-3D2C28EA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9A30A1C0,EVP-78275897,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-96CC8717,EVP-1EE93BBD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-11070084,EVP-3AB18154,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-EAF4BD95,EVP-4C2FFBD7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-53BE447C,EVP-73D2FBCF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-61A859CB,EVP-D70023BB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-90D61F95,EVP-7C1717BD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9500B7FF,EVP-E7CF5C6F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A2FB8BDC,EVP-25CB0F2A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5728F14B,EVP-CB693FDC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D544AF68,EVP-71DEBDAD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-2A5CF190,EVP-A535AAE6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-15737F9F,EVP-8418C524,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-DF33F40E,EVP-27572C0F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-00209535,EVP-8BFCA5A5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-F6F03894,EVP-29354DDA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-97AC813A,EVP-B87916E2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5024A54F,EVP-A132F1C4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-F9A960FE,EVP-897A2AE9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C1DFF92A,EVP-7A4B2AB6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-DBCA1D69,EVP-7D605534,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-4DD09C80,EVP-9E5E9302,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7188A63E,EVP-33AD1F40,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5CCDEE83,EVP-85F42623,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-BCEBB6D4,EVP-64AEC66C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-2646D592,EVP-B7847797,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-349FAA64,EVP-DC395FB8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-8365D6E4,EVP-E134EC3C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-704C0E23,EVP-6BCEBB59,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-01E7955C,EVP-6EEEAD2E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
