interpretation_id,decision_package_id,approval_package_id,management_interpretation,interpretation_version,wording_compliance
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-INT,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-INT,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-INT,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-INT,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-INT,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809-INT,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824-INT,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904-INT,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923-INT,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928-INT,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007-INT,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023-INT,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027-INT,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202-INT,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-INT,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-INT,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-INT,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-INT,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-INT,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507-INT,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511-INT,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520-INT,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606-INT,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610-INT,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619-INT,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Validate Assumptions | Request Additional Scenario | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704-INT,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
