source_to_decision_trace_id,decision_package_id,trace_summary,source_phase_path,source_record_path,transformation_path,configuration_version_path,evidence_reference_path,lineage_reference_path,trace_status,trace_limitation,governance_note
TRC-92DB5368,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_002-20261019_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,Complete,,Trace does not claim completed management decision
TRC-A16F02C1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_002-20261102_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,Partial,Limited by readiness status: Requires Financial Input,Trace does not claim completed management decision
TRC-C5E5DF65,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_002-20261114_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Complete,,Trace does not claim completed management decision
TRC-5B916B08,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_002-20261121_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Complete,,Trace does not claim completed management decision
TRC-F98045D4,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_002-20261214_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Complete,,Trace does not claim completed management decision
TRC-827BF780,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_002-20261225_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Complete,,Trace does not claim completed management decision
TRC-A02BCBD5,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260130_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-B728366A,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260214_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-A1F95877,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260325_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-13E294FC,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260404_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-D3C80B73,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260408_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-DFB6D1E9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260413,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260413_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260413,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260413,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-B3301C5A,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260424_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-BE7CE6A6,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260509_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-7D825E91,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260618_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-46C16783,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260623_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-27833DC3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260629_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-87684A64,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260703_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-D734C065,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260709_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-105AC4E1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260719_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-7FDFADA0,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260809_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-F396301B,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260824_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-1E338622,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260904_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-E6205021,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260923_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-C7D1497C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20260928_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
