integrated_management_brief_id,decision_package_id,hospital_id,hospital_name,department_id,department_name,risk_tier,readiness_status,management_attention_level,urgency,primary_queue,scenario_summary_availability,financial_readiness,evidence_warning,action_queue_summary
IMB-E32F4B41,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250504,HOSP-001,,DEPT-OPC,Outpatient Clinic,62.37,Requires Evidence Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-1487EEE7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250704,HOSP-001,,DEPT-OPC,Outpatient Clinic,53.95,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-CC65321E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250826,HOSP-001,,DEPT-OPC,Outpatient Clinic,54.53,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-E3B2359A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250926,HOSP-001,,DEPT-OPC,Outpatient Clinic,55.86,Requires Additional Scenario Analysis,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-E9C7C886,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20251009,HOSP-001,,DEPT-OPC,Outpatient Clinic,57.93,Ready for Integrated Management Review,Standard Management Review,Prompt Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-85A3369E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20251030,HOSP-001,,DEPT-OPC,Outpatient Clinic,54.07,Ready for Integrated Management Review,Standard Management Review,Prompt Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-E87609BE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20251112,HOSP-001,,DEPT-OPC,Outpatient Clinic,50.42,Requires Lineage Completion,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-1724B02D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20251121,HOSP-001,,DEPT-OPC,Outpatient Clinic,53.25,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-64A6A46F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20251226,HOSP-001,,DEPT-OPC,Outpatient Clinic,78.98,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-2683013D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250402,HOSP-001,,DEPT-OPC,Outpatient Clinic,60.97,Requires Budget Data,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-E2BF4CC1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250410,HOSP-001,,DEPT-OPC,Outpatient Clinic,60.0,Requires Baseline Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-A2EF60AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250420,HOSP-001,,DEPT-OPC,Outpatient Clinic,52.47,Non-Quantitative,Non-Quantitative Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-8D728E39,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250430,HOSP-001,,DEPT-OPC,Outpatient Clinic,52.16,Non-Quantitative,Non-Quantitative Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-054A37CB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250505,HOSP-001,,DEPT-OPC,Outpatient Clinic,51.95,Non-Quantitative,Non-Quantitative Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-DD372116,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250509,HOSP-001,,DEPT-OPC,Outpatient Clinic,61.0,Ready for Integrated Management Review,Standard Management Review,Prompt Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-B20F8E28,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250602,HOSP-001,,DEPT-OPC,Outpatient Clinic,83.29,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-B5450655,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250619,HOSP-001,,DEPT-OPC,Outpatient Clinic,83.13,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-DE6809A8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250629,HOSP-001,,DEPT-OPC,Outpatient Clinic,79.39,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-91017594,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250709,HOSP-001,,DEPT-OPC,Outpatient Clinic,64.9,Not Suitable for Decision Use,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-C214655F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250716,HOSP-001,,DEPT-OPC,Outpatient Clinic,62.67,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-8131CC19,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250721,HOSP-001,,DEPT-OPC,Outpatient Clinic,62.1,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-AD0E56E9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250518,HOSP-001,,DEPT-OPC,Outpatient Clinic,61.32,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-DF129B45,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250526,HOSP-001,,DEPT-OPC,Outpatient Clinic,64.32,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-E6B2329C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250624,HOSP-001,,DEPT-OPC,Outpatient Clinic,74.84,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-AF6DB0C8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250728,HOSP-001,,DEPT-OPC,Outpatient Clinic,53.47,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-33091146,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250808,HOSP-001,,DEPT-OPC,Outpatient Clinic,44.44,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-0C9280CF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250921,HOSP-001,,DEPT-OPC,Outpatient Clinic,41.7,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-D2015798,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20251002,HOSP-001,,DEPT-OPC,Outpatient Clinic,47.17,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-9DD66A55,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20251225,HOSP-001,,DEPT-OPC,Outpatient Clinic,76.0,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-97D665D7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250119,HOSP-001,,DEPT-OPC,Outpatient Clinic,56.1,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-44DD0CDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250129,HOSP-001,,DEPT-OPC,Outpatient Clinic,53.06,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-0B54726D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250211,HOSP-001,,DEPT-OPC,Outpatient Clinic,52.47,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-E2CC0004,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250401,HOSP-001,,DEPT-OPC,Outpatient Clinic,54.55,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-D4C067C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250415,HOSP-001,,DEPT-OPC,Outpatient Clinic,78.77,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-C948C074,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250425,HOSP-001,,DEPT-OPC,Outpatient Clinic,74.3,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-6CA7D746,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250523,HOSP-001,,DEPT-OPC,Outpatient Clinic,53.54,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-02295614,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250601,HOSP-001,,DEPT-OPC,Outpatient Clinic,68.19,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-51B22CF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250606,HOSP-001,,DEPT-OPC,Outpatient Clinic,83.41,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-3078D9BC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250715,HOSP-001,,DEPT-OPC,Outpatient Clinic,58.49,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-71F36AC2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250719,HOSP-001,,DEPT-OPC,Outpatient Clinic,71.66,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-EB214648,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250802,HOSP-001,,DEPT-OPC,Outpatient Clinic,61.06,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-9BAFAE33,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250818,HOSP-001,,DEPT-OPC,Outpatient Clinic,56.34,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-3813C2AB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251020,HOSP-001,,DEPT-OPC,Outpatient Clinic,63.44,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-8F19C026,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251102,HOSP-001,,DEPT-OPC,Outpatient Clinic,56.03,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-5C11DD05,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251117,HOSP-001,,DEPT-OPC,Outpatient Clinic,60.49,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-5703ACA2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251204,HOSP-001,,DEPT-OPC,Outpatient Clinic,79.74,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251215,HOSP-001,,DEPT-OPC,Outpatient Clinic,74.6,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250111,HOSP-001,,DEPT-PEX,Patient Experience,70.25,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250115,HOSP-001,,DEPT-PEX,Patient Experience,59.38,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250203,HOSP-001,,DEPT-PEX,Patient Experience,47.18,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250207,HOSP-001,,DEPT-PEX,Patient Experience,55.86,Requires Financial Input,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250212,HOSP-001,,DEPT-PEX,Patient Experience,50.44,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250326,HOSP-001,,DEPT-PEX,Patient Experience,85.15,Requires Benefit Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250413,HOSP-001,,DEPT-PEX,Patient Experience,63.38,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250421,HOSP-001,,DEPT-PEX,Patient Experience,57.93,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250502,HOSP-001,,DEPT-PEX,Patient Experience,54.29,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250510,HOSP-001,,DEPT-PEX,Patient Experience,85.74,Requires Evidence Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250515,HOSP-001,,DEPT-PEX,Patient Experience,50.63,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250521,HOSP-001,,DEPT-PEX,Patient Experience,66.43,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250623,HOSP-001,,DEPT-PEX,Patient Experience,91.41,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250710,HOSP-001,,DEPT-PEX,Patient Experience,85.74,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250727,HOSP-001,,DEPT-PEX,Patient Experience,67.62,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250813,HOSP-001,,DEPT-PEX,Patient Experience,59.38,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250915,HOSP-001,,DEPT-PEX,Patient Experience,65.21,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20251024,HOSP-001,,DEPT-PEX,Patient Experience,68.49,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20251110,HOSP-001,,DEPT-PEX,Patient Experience,85.15,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20251229,HOSP-001,,DEPT-PEX,Patient Experience,92.3,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250103,HOSP-001,,DEPT-PEX,Patient Experience,53.67,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250209,HOSP-001,,DEPT-PEX,Patient Experience,59.97,Ready for Integrated Management Review,Standard Management Review,Prompt Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250221,HOSP-001,,DEPT-PEX,Patient Experience,58.95,Requires Additional Scenario Analysis,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250302,HOSP-001,,DEPT-PEX,Patient Experience,85.15,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250328,HOSP-001,,DEPT-PEX,Patient Experience,56.37,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250406,HOSP-001,,DEPT-PEX,Patient Experience,86.94,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250416,HOSP-001,,DEPT-PEX,Patient Experience,57.31,Requires Lineage Completion,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250424,HOSP-001,,DEPT-PEX,Patient Experience,60.14,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250430,HOSP-001,,DEPT-PEX,Patient Experience,88.4,Requires Benefit Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250519,HOSP-001,,DEPT-PEX,Patient Experience,49.59,Ready for Integrated Management Review,Standard Management Review,Prompt Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250529,HOSP-001,,DEPT-PEX,Patient Experience,60.93,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250603,HOSP-001,,DEPT-PEX,Patient Experience,64.02,Requires Additional Scenario Analysis,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250613,HOSP-001,,DEPT-PEX,Patient Experience,75.48,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250704,HOSP-001,,DEPT-PEX,Patient Experience,63.23,Requires Baseline Validation,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250708,HOSP-001,,DEPT-PEX,Patient Experience,84.83,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-919D58F4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250719,HOSP-001,,DEPT-PEX,Patient Experience,75.02,Requires Financial Input,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-2EC732D3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250728,HOSP-001,,DEPT-PEX,Patient Experience,73.58,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-5A25FB5E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250911,HOSP-001,,DEPT-PEX,Patient Experience,79.21,Requires Budget Data,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-C9EC0273,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250925,HOSP-001,,DEPT-PEX,Patient Experience,56.46,Not Suitable for Decision Use,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-9EE286A6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251010,HOSP-001,,DEPT-PEX,Patient Experience,70.85,Requires Baseline Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-DECBBCBA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251018,HOSP-001,,DEPT-PEX,Patient Experience,54.48,Requires Lineage Completion,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-E052EAC5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251025,HOSP-001,,DEPT-PEX,Patient Experience,85.15,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-A8DD9275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251104,HOSP-001,,DEPT-PEX,Patient Experience,87.53,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-0DAA603C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251214,HOSP-001,,DEPT-PEX,Patient Experience,66.97,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-B61916EB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250121,HOSP-001,,DEPT-PEX,Patient Experience,54.97,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-C7EB2C4D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250202,HOSP-001,,DEPT-PEX,Patient Experience,50.92,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-DEF42196,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250215,HOSP-001,,DEPT-PEX,Patient Experience,56.55,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-0F75E8A3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250301,HOSP-001,,DEPT-PEX,Patient Experience,68.21,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-19AE68D0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250306,HOSP-001,,DEPT-PEX,Patient Experience,52.39,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-49E16A72,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250314,HOSP-001,,DEPT-PEX,Patient Experience,73.69,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-14DA5FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250321,HOSP-001,,DEPT-PEX,Patient Experience,60.61,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-D007BBEA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250401,HOSP-001,,DEPT-PEX,Patient Experience,67.27,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-8C7D2658,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250417,HOSP-001,,DEPT-PEX,Patient Experience,57.03,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-99B2787D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250422,HOSP-001,,DEPT-PEX,Patient Experience,74.45,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-4A9317D1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250427,HOSP-001,,DEPT-PEX,Patient Experience,64.57,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-0CCDF8E3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250506,HOSP-001,,DEPT-PEX,Patient Experience,54.29,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-E4BECDCF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250522,HOSP-001,,DEPT-PEX,Patient Experience,64.18,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-7B2710AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250604,HOSP-001,,DEPT-PEX,Patient Experience,67.44,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-E3BF1A90,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250609,HOSP-001,,DEPT-PEX,Patient Experience,86.34,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-A10C4340,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250702,HOSP-001,,DEPT-PEX,Patient Experience,62.21,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-8D0EBE98,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250805,HOSP-001,,DEPT-PEX,Patient Experience,73.58,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-C270F775,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250811,HOSP-001,,DEPT-PEX,Patient Experience,51.52,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-21BAE1F6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250823,HOSP-001,,DEPT-PEX,Patient Experience,57.06,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-704E3A6B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20251003,HOSP-001,,DEPT-PEX,Patient Experience,62.63,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
