monitoring_action_id,decision_action_routing_id,decision_package_id,monitoring_required,monitoring_kpi,monitoring_frequency,trigger_condition,escalation_condition,reassessment_condition,responsible_role,reporting_requirement,current_status,governance_note
MON-8BE25130,DAR-A679E660,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-95533714,DAR-5F3D529C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-72A0A1B8,DAR-CE6447FF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-68950261,DAR-C714F76B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-7D6174D3,DAR-9BF095C5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-F153812F,DAR-0F9CBF90,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-A408D773,DAR-ABC6B02B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-BFAFBC23,DAR-FBE8834F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C874FD41,DAR-669416D0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-0F715AE2,DAR-04016886,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-FC3784D3,DAR-C1718EA0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-1B246DE0,DAR-AA4FB234,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-CF91E09C,DAR-DD7260E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-450D2AFD,DAR-9ABA22BF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-1B4AC8B2,DAR-3FEB44CC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-427B5669,DAR-151A4D5B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-41B3B27E,DAR-772B508D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-B91D77E4,DAR-DAEF5320,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-5CEBA675,DAR-88D7219F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-A8ADEC31,DAR-EC9FF5B4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-DEE59A3B,DAR-8CE27755,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-ABD9A64B,DAR-CD119622,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-97043AC9,DAR-2A10F2BD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-8EE2B57B,DAR-709F8738,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-D9B7DB1E,DAR-2D83F753,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-22F63346,DAR-CD223EA3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-14A754C9,DAR-607EF7DD,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-9B89B7E0,DAR-E185A2D3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-5CB6641C,DAR-EDC9CDBA,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-E623B23C,DAR-A7576593,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-9F7E5C04,DAR-83045F60,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-5F1C19A7,DAR-2693D786,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-9AE0C384,DAR-44A1869D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C5F65EF7,DAR-4E924C75,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-A31DBC60,DAR-C0047D29,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-44FBABE4,DAR-4A4831A3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-B404A5EB,DAR-CE116C97,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-9C03E406,DAR-A531B511,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-A6667225,DAR-F3DD26A0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-FC0FA290,DAR-E9ADAC44,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-0F90E0C7,DAR-768884EE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-8C93FAAD,DAR-5462F0CF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-B66ADB26,DAR-94C1E348,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-9811A12F,DAR-2CA720DF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-73E7F259,DAR-45744F6E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-1BEE654E,DAR-6BEAC2FB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C01A3C4B,DAR-2FA00D42,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C0E3918E,DAR-579843BD,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-8DA137DF,DAR-CFD7E5D6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-AAC58163,DAR-A80678B9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-FB8862BF,DAR-9D173217,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-B5738BB7,DAR-D504E142,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-5D596183,DAR-38B05503,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-7869C71D,DAR-A79481F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-B778B67B,DAR-98A3056A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-07BBEFEF,DAR-055DD4E2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-1874A5E5,DAR-A080D16B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-84A6A868,DAR-5730C828,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-F66283FB,DAR-D637E4D5,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-BE40E753,DAR-28AB2A25,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-D501F822,DAR-4B27E726,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-88618D69,DAR-8786A152,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-6FC47153,DAR-7DB39CF4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-F73A05AB,DAR-A394CB26,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-4B833F59,DAR-702A86AC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-864471EE,DAR-6C03EBB8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-59A77937,DAR-04E2E51A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-B4FE1727,DAR-BE2E413C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,False,Average Patient Waiting Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-A9EEB684,DAR-B6904B30,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,False,Average Patient Waiting Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-0CD94BCC,DAR-13302777,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,False,Average Patient Waiting Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-EA2CD863,DAR-B193B83A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,False,Average Patient Waiting Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-88E3C977,DAR-DD7D5326,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,False,Average Patient Waiting Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-AB3006C1,DAR-9CF634B0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,True,Average Patient Waiting Time,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-704B9323,DAR-642F3498,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,True,Average Patient Waiting Time,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-A0562413,DAR-802B91B0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,True,Average Patient Waiting Time,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-8E3DD74D,DAR-A9286F9D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,True,Average Patient Waiting Time,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-DE16AA39,DAR-8E141922,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,False,Average Patient Waiting Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-A55DEEAC,DAR-3D4EFEF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,True,Average Patient Waiting Time,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-86B9EE06,DAR-667E4884,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,True,Average Patient Waiting Time,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-9174B688,DAR-9D8EE118,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,True,Patient Complaint Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-64E71253,DAR-BB627492,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,True,Patient Complaint Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-683027D0,DAR-5FA84122,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,True,Patient Complaint Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-BF5A4E2A,DAR-2F052166,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,True,Patient Complaint Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-8EBC2C43,DAR-D3E2D020,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,True,Patient Complaint Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C43A79C1,DAR-E92BBF5A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,True,Patient Complaint Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-594EA041,DAR-6F94AF95,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,True,Patient Complaint Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-AD629819,DAR-5B29121D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,True,Patient Complaint Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-49406C1A,DAR-5A9D2A1A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E7626530,DAR-FA9D5418,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-5FA176EC,DAR-60E864A0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-3D61DD28,DAR-C28BEDE4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-11414414,DAR-4DD779B5,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-51F2C9CF,DAR-75F685D4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E9F62022,DAR-E108DFAA,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-B15B4FAE,DAR-89FF9A00,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E368DBF2,DAR-39E716E6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-8360AB5B,DAR-C3E2F410,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-3C6E9AB9,DAR-011B9BEF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
