display_level_record_id,decision_package_id,approval_package_id,operational_risk_display,evidence_strength_display,lineage_strength_display,recommendation_readiness_display,scenario_readiness_display,financial_readiness_display,uncertainty_display,governance_burden_display,management_readiness_display,overall_display_level,display_level_formula
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Not Assessable,Blocking,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Not Assessable,Not Assessable,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003-DL,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
