integrated_management_brief_id,decision_package_id,hospital_name,department_name,dominant_kpi_name,risk_tier,urgency,management_attention_level,final_readiness_status,primary_permitted_action,main_blocking_condition,top_management_questions,central_financial_estimate,financial_confidence,evidence_completeness_status,lineage_completeness_status,approval_status
IMB-054A37CB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,,Outpatient Clinic,Average Patient Waiting Time,,,Non-Quantitative Review,Non-Quantitative,Route to Non-Quantitative Review,None,,,,Complete,Complete,Pending Management Review
IMB-DD372116,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,,Outpatient Clinic,Average Patient Waiting Time,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-B20F8E28,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,,Outpatient Clinic,Average Patient Waiting Time,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-B5450655,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,,Outpatient Clinic,Average Patient Waiting Time,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-DE6809A8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,,Outpatient Clinic,Average Patient Waiting Time,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-91017594,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,,Outpatient Clinic,Average Patient Waiting Time,,,Conditional Review,Not Suitable for Decision Use,Reject Decision Use,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-C214655F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,,Outpatient Clinic,Average Patient Waiting Time,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-8131CC19,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,,Outpatient Clinic,Average Patient Waiting Time,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-AD0E56E9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,,Outpatient Clinic,Patient Complaint Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-DF129B45,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,,Outpatient Clinic,Patient Complaint Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-E6B2329C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,,Outpatient Clinic,Patient Complaint Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-AF6DB0C8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,,Outpatient Clinic,Patient Complaint Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-33091146,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,,Outpatient Clinic,Patient Complaint Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-0C9280CF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,,Outpatient Clinic,Patient Complaint Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-D2015798,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,,Outpatient Clinic,Patient Complaint Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-9DD66A55,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,,Outpatient Clinic,Patient Complaint Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-97D665D7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-44DD0CDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-0B54726D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-E2CC0004,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-D4C067C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-C948C074,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-6CA7D746,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-02295614,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-51B22CF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-3078D9BC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-71F36AC2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-EB214648,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-9BAFAE33,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-3813C2AB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-8F19C026,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-5C11DD05,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-5703ACA2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,,Outpatient Clinic,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,,Patient Experience,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,,Patient Experience,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,,Patient Experience,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,,Patient Experience,Staffing Level,,,Conditional Review,Requires Financial Input,Validate Financial Inputs,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,,Patient Experience,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,,Patient Experience,Staffing Level,,,Conditional Review,Requires Benefit Validation,Validate Benefit Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,,Patient Experience,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,,Patient Experience,Staffing Level,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,,Patient Experience,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,,Patient Experience,Staffing Level,,,Conditional Review,Requires Evidence Completion,Request Evidence Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,,Patient Experience,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,,Patient Experience,Staffing Level,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,,Patient Experience,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,,Patient Experience,Staffing Level,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,,Patient Experience,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,,Patient Experience,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,,Patient Experience,Staffing Level,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,,Patient Experience,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,,Patient Experience,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,,Patient Experience,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,,Patient Experience,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Requires Additional Scenario Analysis,Request Additional Scenario,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,,Patient Experience,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,,Patient Experience,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Requires Lineage Completion,Request Lineage Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Requires Benefit Validation,Validate Benefit Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,,Patient Experience,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Requires Additional Scenario Analysis,Request Additional Scenario,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,,Patient Experience,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Requires Baseline Validation,Validate Baseline,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-919D58F4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Requires Financial Input,Validate Financial Inputs,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-2EC732D3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,,Patient Experience,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-5A25FB5E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Requires Budget Data,Provide Budget Information,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-C9EC0273,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Not Suitable for Decision Use,Reject Decision Use,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-9EE286A6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Requires Baseline Validation,Validate Baseline,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-DECBBCBA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Requires Lineage Completion,Request Lineage Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-E052EAC5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-A8DD9275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-0DAA603C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,,Patient Experience,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-B61916EB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-C7EB2C4D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-DEF42196,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-0F75E8A3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-19AE68D0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-49E16A72,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-14DA5FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-D007BBEA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-8C7D2658,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-99B2787D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-4A9317D1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-0CCDF8E3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-E4BECDCF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-7B2710AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-E3BF1A90,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-A10C4340,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-8D0EBE98,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-C270F775,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-21BAE1F6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-704E3A6B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-13971398,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-D09F9D92,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-38083043,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-B72E9A7C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-39EBEF14,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-4EBA6A1A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,,Surgery,Staffing Level,,,Conditional Review,Requires Lineage Completion,Request Lineage Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-1C93F6E5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,,Surgery,Staffing Level,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-DF301168,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,,Surgery,Staffing Level,,,Conditional Review,Requires Budget Data,Provide Budget Information,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-5544B70E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,,Surgery,Staffing Level,,,Conditional Review,Requires Lineage Completion,Request Lineage Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-EE54FB27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,,Surgery,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-70C4774D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-EE94CFFD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-A97FA1DE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-6F9B99A9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-A20EC2B8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-FD00CEA9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-AA67F2B5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,,Surgery,Staffing Level,,,Conditional Review,Requires Baseline Validation,Validate Baseline,None,,,Moderate,Complete,Complete,Pending Management Review
