action_evidence_id,decision_action_routing_id,decision_readiness_id,evidence_type,evidence_description,evidence_status,source_phase,reconciliation_status,governance_note
AEV-6FDEA6E1,DAR-91D90854,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-194BB765,DAR-0E65789B,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-4B90987E,DAR-176EE90A,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-EA497C7E,DAR-C07CB25D,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-DF6F25F3,DAR-A1A2665D,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-011EAA0D,DAR-F0143175,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FA68FC1C,DAR-B5484C62,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-5E20F872,DAR-23D672E9,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-9E90D0FE,DAR-28BD94EC,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-9E7A7987,DAR-02DF1924,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C29370F2,DAR-77B5EE58,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-CDC072F0,DAR-5231C4E3,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3E472624,DAR-95B8A848,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7FC1B2E3,DAR-31A5A4CB,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-1E4B7AB0,DAR-895ACABD,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-1DF944DD,DAR-AEE32709,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-17A141D7,DAR-B2062893,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-9F9BF600,DAR-6ED35B2B,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A6C9C3CE,DAR-33455E2F,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-8D9AA9E1,DAR-32771955,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-9747276A,DAR-85979769,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-001019CB,DAR-67B764A2,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-33C352D1,DAR-4F06A506,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7328813C,DAR-5C6CFA9B,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-5F014B60,DAR-EC563043,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F2DD2FC7,DAR-0B4C4141,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2A578CBE,DAR-8C219A6E,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-76427C8E,DAR-EC8DC8D1,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D4CBAE25,DAR-DE81E8AC,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2133E6CE,DAR-3D9D2EA3,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-8C36F500,DAR-22A116C9,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7DDA9D7E,DAR-966E9E6B,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-175926DB,DAR-4E8C9D82,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-24086843,DAR-179B0B85,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-74D9DDF3,DAR-50187F50,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-46703A73,DAR-39C5317E,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7AAC7039,DAR-2F84955A,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-EEA69122,DAR-C131D1B3,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-DBA2525D,DAR-7DE5A642,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-011CC344,DAR-28D1CA61,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-99C54FF8,DAR-B74AF76C,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F147F2EF,DAR-D519F794,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F72728B7,DAR-F5016DBB,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-616AB1E9,DAR-0457E95C,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-16774E5A,DAR-045AE68E,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-286699D1,DAR-222D5C8B,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-44B417AF,DAR-66E36FD3,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C48DEEEE,DAR-4BC7B26C,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-14B8A800,DAR-8F7677D5,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2BCFE31D,DAR-9B05F649,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-CD33F14F,DAR-3053D96C,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-819639C0,DAR-0AE415AF,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-4357F0BE,DAR-323AB6D4,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-5E6D05B6,DAR-CF1543E6,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-6015B820,DAR-C303CB6D,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BE8721A6,DAR-5F93B50B,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-62F52332,DAR-21D8F676,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
