management_action_id,decision_package_id,approval_package_id,action_name,action_allowed,action_reason,prerequisite,blocking_condition,audit_required,action_selected
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,Proceed to Limited-Trial Consideration,True,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,Proceed to Limited-Trial Consideration,True,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,Proceed to Limited-Trial Consideration,True,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,Proceed to Limited-Trial Consideration,True,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,Proceed to Limited-Trial Consideration,True,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,Proceed to Limited-Trial Consideration,True,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,Proceed to Limited-Trial Consideration,True,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
