decision_package_id,risk_tier,urgency,dominant_kpi_id,dominant_kpi_name,dominant_breach,contributing_factors,contradiction_warning,operational_escalation,management_attention,affected_department,reporting_date,primary_queue,monitoring_trigger
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250401,88.93,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-04-01 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250417,80.98,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-04-17 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250423,92.71,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-04-23 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004; kpi_005; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250507,71.7,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-05-07 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250511,61.69,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-05-11 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250520,57.32,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-05-20 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250606,55.83,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-06-06 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_004.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250610,77.73,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-06-10 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004; kpi_005.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250619,88.72,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-06-19 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004; kpi_005; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250704,61.4,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-07-04 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_004; kpi_005; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250723,94.49,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-07-23 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_004; kpi_005; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250804,56.97,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-08-04 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_005.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250810,70.46,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-08-10 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_005.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250901,65.39,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-09-01 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250912,85.42,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-09-12 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004; kpi_005.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20251023,59.75,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-10-23 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_005.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20251031,56.7,Prompt Review,kpi_001,Staffing Level,Department Diagnostics on 2025-10-31 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20251108,79.1,Immediate Review,kpi_001,Staffing Level,Department Diagnostics on 2025-11-08 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_005.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250122,53.29,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Diagnostics on 2025-01-22 assessed as Elevated priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Diagnostics,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250328,55.58,Prompt Review,kpi_002,Staff Absenteeism Rate,Department Diagnostics on 2025-03-28 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_002; kpi_004; kpi_005; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250409,79.13,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Diagnostics on 2025-04-09 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004; kpi_005; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250422,60.84,Prompt Review,kpi_002,Staff Absenteeism Rate,Department Diagnostics on 2025-04-22 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004; kpi_005; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250426,79.04,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Diagnostics on 2025-04-26 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004; kpi_005; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Diagnostics,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250515,72.52,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Diagnostics on 2025-05-15 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250521,62.27,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Diagnostics on 2025-05-21 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_004; kpi_005; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250615,88.41,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Diagnostics on 2025-06-15 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004; kpi_005; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250621,64.25,Prompt Review,kpi_002,Staff Absenteeism Rate,Department Diagnostics on 2025-06-21 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250626,86.39,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Diagnostics on 2025-06-26 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004; kpi_005; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250720,69.11,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Diagnostics on 2025-07-20 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004; kpi_005; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250727,69.69,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Diagnostics on 2025-07-27 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004; kpi_005.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250910,74.3,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Diagnostics on 2025-09-10 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Diagnostics,,General Queue,5 days
