audit_event_contract_id,decision_action_routing_id,decision_package_id,action_id,audit_event_type,event_allowed,event_status,actor_role_required,actor_id,actor_name,event_timestamp,event_reason,management_comment,evidence_attachment_reference,approval_reference,previous_status,new_status,previous_version,new_version,source_snapshot_checksum,result_snapshot_checksum,audit_sequence_number,audit_integrity_status,governance_note
AEC-BA42DD6D,DAR-6CC8A7F9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-82794A91,DAR-6CC8A7F9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-19CB0C6B,DAR-6CC8A7F9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-5B08C0A9,DAR-6CC8A7F9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-752F8B79,DAR-6CC8A7F9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-20A72B48,DAR-6CC8A7F9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A25FC365,DAR-6CC8A7F9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-0ABA0E71,DAR-6CC8A7F9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-FAB57B64,DAR-6CC8A7F9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D5563F27,DAR-6CC8A7F9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-54282BD7,DAR-6CC8A7F9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-4F257AC9,DAR-6CC8A7F9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-33998318,DAR-6CC8A7F9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-BD9DFAC5,DAR-6CC8A7F9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-FE4223EB,DAR-6CC8A7F9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-71CD0C14,DAR-CAC703A7,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-50EE5C71,DAR-CAC703A7,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-B0174988,DAR-CAC703A7,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3E91799D,DAR-CAC703A7,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-258DA9D7,DAR-CAC703A7,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A2F267BC,DAR-CAC703A7,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-B49B42CB,DAR-CAC703A7,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-1AEFEE79,DAR-CAC703A7,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-0234C39D,DAR-CAC703A7,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-65FF52C2,DAR-CAC703A7,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3D5B0418,DAR-CAC703A7,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-002C62A3,DAR-CAC703A7,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-1E0F6AA0,DAR-CAC703A7,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C268B134,DAR-CAC703A7,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-1C1E293D,DAR-CAC703A7,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-B7FE6E46,DAR-CAC703A7,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8864873A,DAR-F3BD9351,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-5ADA0840,DAR-F3BD9351,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C932C268,DAR-F3BD9351,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A69BDA55,DAR-F3BD9351,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-782EEB51,DAR-F3BD9351,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-5CF5B181,DAR-F3BD9351,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-6F4BFEC1,DAR-F3BD9351,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-585A36B2,DAR-F3BD9351,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-7933771F,DAR-F3BD9351,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C6CA2EC2,DAR-F3BD9351,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-20DC1AE4,DAR-F3BD9351,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-B10AE770,DAR-F3BD9351,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-58BBE345,DAR-F3BD9351,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-CD75A902,DAR-F3BD9351,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8876E236,DAR-F3BD9351,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-08CFE0FB,DAR-F3BD9351,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8E0C4F35,DAR-0CCD9938,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-75CDDB3F,DAR-0CCD9938,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-7E875C24,DAR-0CCD9938,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-5289EC23,DAR-0CCD9938,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-EBD6569E,DAR-0CCD9938,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-F97E7292,DAR-0CCD9938,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-98DCB357,DAR-0CCD9938,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-6CFF4A65,DAR-0CCD9938,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-77046AAF,DAR-0CCD9938,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-DB80EF7D,DAR-0CCD9938,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-60EA4A92,DAR-0CCD9938,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-E04BF8EC,DAR-0CCD9938,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-F14751AE,DAR-0CCD9938,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-17635C96,DAR-0CCD9938,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D3443DB9,DAR-0CCD9938,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-87DE1D30,DAR-0CCD9938,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-016DE9FC,DAR-D040CDC1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-AC1D5ED7,DAR-D040CDC1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-31B0374A,DAR-D040CDC1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-DDCAA43C,DAR-D040CDC1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-18BBD560,DAR-D040CDC1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-50749D44,DAR-D040CDC1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-FC37F1BE,DAR-D040CDC1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8668970C,DAR-D040CDC1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-B8DEC0FA,DAR-D040CDC1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C56D710E,DAR-D040CDC1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-AE995641,DAR-D040CDC1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-2D23D39C,DAR-D040CDC1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-AE3D7123,DAR-D040CDC1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A0E7C793,DAR-D040CDC1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3F142268,DAR-D040CDC1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-07BD589F,DAR-D040CDC1,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-97326951,DAR-79C9542C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-07061DE5,DAR-79C9542C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-83D9F6CE,DAR-79C9542C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C31C853A,DAR-79C9542C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-2E6EFF9A,DAR-79C9542C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-BF3D0BEC,DAR-79C9542C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-2B23BA1B,DAR-79C9542C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-009A4321,DAR-79C9542C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3CA25F91,DAR-79C9542C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-BB7ED2FE,DAR-79C9542C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-6A2E78F3,DAR-79C9542C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8032B9FF,DAR-79C9542C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A5B1F8D4,DAR-79C9542C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-1B64FBC3,DAR-79C9542C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-26F074E8,DAR-79C9542C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-4B28C6B9,DAR-79C9542C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
