panel_type,decision_action_routing_id,decision_package_id,final_readiness_status,primary_permitted_action,primary_queue,responsible_role,escalation_status,approval_status,action_id,action_name,action_eligibility_status,enabled_flag,disabled_reason,confirmation_required,audit_required,management_selection_required,selected_flag,governance_note
Action Summary,DAR-6E4ECFB0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,Ready for Integrated Management Review,Review Integrated Decision Package,,Hospital COO / General Manager,Standard Review,Pending Management Review,,Review Integrated Decision Package,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-207414C6,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,Ready with Conditions,Review Integrated Decision Package,,Hospital COO / General Manager,Priority Review,Pending Management Review,,Review Integrated Decision Package,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-B668EB93,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,Requires Financial Input,Validate Financial Inputs,,Finance,Standard Review,Pending Management Review,,Validate Financial Inputs,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-735B99A2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,Ready with Conditions,Review Integrated Decision Package,,Hospital COO / General Manager,Priority Review,Pending Management Review,,Review Integrated Decision Package,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-A27D8B24,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,Ready with Conditions,Review Integrated Decision Package,,Hospital COO / General Manager,Priority Review,Pending Management Review,,Review Integrated Decision Package,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-C05DF516,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,Ready with Conditions,Review Integrated Decision Package,,Hospital COO / General Manager,Priority Review,Pending Management Review,,Review Integrated Decision Package,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-D7A73F42,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,Ready for Integrated Management Review,Review Integrated Decision Package,,Hospital COO / General Manager,Standard Review,Pending Management Review,,Review Integrated Decision Package,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-7FBB55CE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,Requires Benefit Validation,Validate Benefit Assumptions,,Finance,Standard Review,Pending Management Review,,Validate Benefit Assumptions,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-EE146E46,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,Requires Additional Scenario Analysis,Request Additional Scenario,,Analytics Team,Standard Review,Pending Management Review,,Request Additional Scenario,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-CB297F72,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,Ready with Conditions,Review Integrated Decision Package,,Hospital COO / General Manager,Priority Review,Pending Management Review,,Review Integrated Decision Package,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-585479DB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,Ready with Conditions,Review Integrated Decision Package,,Hospital COO / General Manager,Priority Review,Pending Management Review,,Review Integrated Decision Package,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-4F92C8DE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,Not Suitable for Decision Use,Reject Decision Use,,Hospital COO / General Manager,Not Assessable,Pending Management Review,,Reject Decision Use,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-501FE4B7,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,Non-Quantitative,Route to Non-Quantitative Review,,Clinical Lead,Standard Review,Pending Management Review,,Route to Non-Quantitative Review,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-BFD757FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,Requires Stakeholder Validation,Request Stakeholder Review,,Stakeholder Owner,Standard Review,Pending Management Review,,Request Stakeholder Review,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-ACE8C1A1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Ready with Conditions,Review Integrated Decision Package,,Hospital COO / General Manager,Priority Review,Pending Management Review,,Review Integrated Decision Package,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-CC1CE605,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Ready with Conditions,Review Integrated Decision Package,,Hospital COO / General Manager,Priority Review,Pending Management Review,,Review Integrated Decision Package,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-DE25D0B9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-0BCF969E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-431CEE4A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-E28A4AD1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-7FEF4848,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-A8046561,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-4F657D8C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-A28849F1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-32CA4EF9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-4F1EEB63,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-F440C1BB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-F4DDBC83,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-0D1B0882,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-172F03A0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-5E15B5D2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-6D67FDDB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-3379CCB4,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-89AFC945,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-F7CB6300,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-41FB30F8,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-0DAA31F9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-FF13F1EB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-077ECD22,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-1AB43FDD,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-A0994D45,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-4449D247,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-AC9C2B20,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-7EA3EFC1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-DDD52643,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-568427E5,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-030C7287,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-75C333A4,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-F88EFD84,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-162D4463,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-0EB1D6E9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-28449140,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-2449106E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-067AD019,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-9A7C353E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-91B6EBBA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-92BF60FE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Summary,DAR-92A1DF16,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,Monitoring Only,Continue Monitoring,,Operations Manager,Monitoring,Pending Management Review,,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
