secondary_condition_id,decision_readiness_id,decision_scorecard_id,decision_package_id,condition_type,condition_category,condition_description,severity,blocking_flag,source_phase,source_record_id,responsible_role,required_action,current_status,visibility_required
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
