decision_package_id,issue_type,issue_description,severity,visibility_rule
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
