integrated_management_brief_id,decision_package_id,monitoring_required,monitoring_kpis,monitoring_frequency,trigger_condition,escalation_condition,reassessment_condition,monitoring_responsible_role,management_attention_required
IMB-9019ECDB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-FCF9325A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-714D4F4E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-D4D27EA4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-1DB119D2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-88F660B3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-29DC7418,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-1F38C247,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-AC4C0B5E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-7E93BD04,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-F3B08CAA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-693FAE9C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-53E17EB9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-0A01F4D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-C4231D7F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-0FC7F4F6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-7939189A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-84A5A846,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-23A28C2A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-58ED2471,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-3F7D5C7E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-5DCC1A6E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-FF8C3E75,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-A01F9AFE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-9F81A7DA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-717ECEE5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
