confirmation_id,decision_package_id,approval_package_id,confirmation_type,confirmation_description,responsible_role,required_before_action,current_status,evidence_required,governance_warning
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260413-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260413,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260413,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
