management_selection_id,decision_action_routing_id,decision_package_id,eligible_action_id,selected_flag,selected_by,selected_timestamp,management_comment,approval_reference,decision_status,audit_status,governance_note
SEL-5CBE60BC,DAR-DD5492F2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-FA291818,DAR-3659AEB0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F1C8F41C,DAR-73469D08,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E2F61749,DAR-28169661,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-BE885EAE,DAR-23DCEF09,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-738C931A,DAR-DE83967F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-126B5C67,DAR-D8F16A41,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-5158896E,DAR-C5D71BB2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-83790744,DAR-821A79B5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CF39A53D,DAR-7039BD26,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-7B5B9D70,DAR-30907247,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-3DE29CEC,DAR-7A3D6830,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9260C3F4,DAR-67B68C07,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1CA3CAE5,DAR-9739DA27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-96B644FA,DAR-20656E67,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-D9CC7754,DAR-51F39760,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-8414C041,DAR-15057934,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F54C6311,DAR-596246CF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-442A94EA,DAR-8B037288,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-5236BB41,DAR-18FB64D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-4845457B,DAR-C3F1A180,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-81226141,DAR-B0F9ABE0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-368FDD98,DAR-436AC210,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-53808F6E,DAR-65082F7A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-3B4E9161,DAR-B3C2E998,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-5C066647,DAR-91D90854,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-51085C04,DAR-0E65789B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6E669B84,DAR-176EE90A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-786AB6FA,DAR-C07CB25D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-85F86C9F,DAR-A1A2665D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-20352629,DAR-F0143175,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-91A53481,DAR-B5484C62,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F0A6EC1D,DAR-23D672E9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-AA4D300D,DAR-28BD94EC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F0DFFD9A,DAR-02DF1924,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-67AE04D2,DAR-77B5EE58,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E486F8E9,DAR-5231C4E3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1ACF36D9,DAR-95B8A848,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-2314A906,DAR-31A5A4CB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-523B02C9,DAR-895ACABD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1723F98D,DAR-AEE32709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-81D0932B,DAR-B2062893,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-4DEE8BC1,DAR-6ED35B2B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1A563E8D,DAR-33455E2F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9E7790FA,DAR-32771955,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-23F97EB3,DAR-85979769,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-2AF8BBD3,DAR-67B764A2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-261DA857,DAR-4F06A506,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-8096AC21,DAR-5C6CFA9B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-4D54BED6,DAR-EC563043,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-FECA5EEF,DAR-0B4C4141,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-82298F12,DAR-8C219A6E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A0635F39,DAR-EC8DC8D1,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-BA85CFC8,DAR-DE81E8AC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-C835C97E,DAR-3D9D2EA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-00E67161,DAR-22A116C9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-2DA60340,DAR-966E9E6B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9048E693,DAR-4E8C9D82,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-D80B79BB,DAR-179B0B85,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-C108AAB7,DAR-50187F50,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-4027986A,DAR-39C5317E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-D7006AA9,DAR-2F84955A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-5655AEEE,DAR-C131D1B3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F682753A,DAR-7DE5A642,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-4D3D1CDD,DAR-28D1CA61,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-4C7C306D,DAR-B74AF76C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-129244F9,DAR-D519F794,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-2FEF7C13,DAR-F5016DBB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-794FE6BC,DAR-0457E95C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-79036732,DAR-045AE68E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-93700CC6,DAR-222D5C8B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-C512B6AB,DAR-66E36FD3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-21E974FC,DAR-4BC7B26C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-AECAC4A8,DAR-8F7677D5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-049B112B,DAR-9B05F649,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-99CBE9FA,DAR-3053D96C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-550142C2,DAR-0AE415AF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-EEB99048,DAR-323AB6D4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-938CEF18,DAR-CF1543E6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-01DB1E3E,DAR-C303CB6D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6A13188D,DAR-5F93B50B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1E9B48E9,DAR-21D8F676,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
