decision_action_routing_id,decision_package_id,secondary_permitted_action,assigned_flag,selected_flag,governance_note
DAR-74B2FAB6,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-65FFC947,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-65FFC947,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-F69D881E,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-F69D881E,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-A088C72F,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-A088C72F,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-1FC88CEB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-1FC88CEB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-85B425D8,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-85B425D8,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-1A8CB370,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-1A8CB370,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-1A8CB370,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-A904BCBD,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-A904BCBD,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-A904BCBD,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-A904BCBD,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-A904BCBD,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-A904BCBD,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-CBFB2A12,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-CBFB2A12,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-CBFB2A12,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-44D140E9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-44D140E9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-44D140E9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-D58E9BD2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-D58E9BD2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-D58E9BD2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-D58E9BD2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-D58E9BD2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-D58E9BD2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-FA6D78BA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,Request Stakeholder Review,False,False,Secondary action for Requires Evidence Completion
DAR-FA6D78BA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,Continue Monitoring,False,False,Secondary action for Requires Evidence Completion
DAR-FA6D78BA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,Defer Decision,False,False,Secondary action for Requires Evidence Completion
DAR-F58A9C34,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-F58A9C34,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-F58A9C34,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-0B68089C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,Validate Assumptions,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-0B68089C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,Validate Baseline,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-0B68089C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,Continue Monitoring,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-EA4053CB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-EA4053CB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-EA4053CB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-EA4053CB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-EA4053CB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-EA4053CB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-98726969,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,Request Stakeholder Review,False,False,Secondary action for Requires Assumption Validation
DAR-98726969,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,Continue Monitoring,False,False,Secondary action for Requires Assumption Validation
DAR-98726969,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,Defer Decision,False,False,Secondary action for Requires Assumption Validation
DAR-C3E2A005,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-C3E2A005,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-C3E2A005,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-C3E2A005,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-C3E2A005,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-C3E2A005,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-43A3A727,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,Request Stakeholder Review,False,False,Secondary action for Requires Evidence Completion
DAR-43A3A727,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,Continue Monitoring,False,False,Secondary action for Requires Evidence Completion
DAR-43A3A727,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,Defer Decision,False,False,Secondary action for Requires Evidence Completion
DAR-4E0233B3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Request Stakeholder Review,False,False,Secondary action for Requires Benefit Validation
DAR-4E0233B3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Defer Decision,False,False,Secondary action for Requires Benefit Validation
DAR-A2184B45,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Request Evidence Completion,False,False,Secondary action for Requires Lineage Completion
DAR-A2184B45,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Defer Decision,False,False,Secondary action for Requires Lineage Completion
DAR-8E139A61,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Request Evidence Completion,False,False,Secondary action for Requires Baseline Validation
DAR-8E139A61,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Continue Monitoring,False,False,Secondary action for Requires Baseline Validation
DAR-8E139A61,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Defer Decision,False,False,Secondary action for Requires Baseline Validation
DAR-2C86E20D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,Validate Assumptions,False,False,Secondary action for Requires Stakeholder Validation
DAR-2C86E20D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,Validate Financial Inputs,False,False,Secondary action for Requires Stakeholder Validation
DAR-2C86E20D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,Continue Monitoring,False,False,Secondary action for Requires Stakeholder Validation
DAR-CBD1AB9C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-CBD1AB9C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-CBD1AB9C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-72920AE5,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,Request Stakeholder Review,False,False,Secondary action for Requires Assumption Validation
DAR-72920AE5,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,Continue Monitoring,False,False,Secondary action for Requires Assumption Validation
DAR-72920AE5,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,Defer Decision,False,False,Secondary action for Requires Assumption Validation
DAR-F151BB6D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-F151BB6D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-F151BB6D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-F151BB6D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-F151BB6D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-F151BB6D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-C959CF61,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-C959CF61,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-C959CF61,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-D86AFFC3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,Request Evidence Completion,False,False,Secondary action for Requires Baseline Validation
DAR-D86AFFC3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,Continue Monitoring,False,False,Secondary action for Requires Baseline Validation
DAR-D86AFFC3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,Defer Decision,False,False,Secondary action for Requires Baseline Validation
DAR-A8A39E5D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,Validate Assumptions,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-A8A39E5D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,Validate Baseline,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-A8A39E5D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,Continue Monitoring,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-91888938,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-91888938,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-91888938,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-91888938,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-91888938,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-91888938,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-47AA9CDB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-47AA9CDB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-47AA9CDB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-02CD3D0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-02CD3D0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-02CD3D0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-02CD3D0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-02CD3D0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-02CD3D0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,Request Evidence Completion,False,False,Secondary action for Requires Lineage Completion
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,Defer Decision,False,False,Secondary action for Requires Lineage Completion
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,Validate Assumptions,False,False,Secondary action for Requires Stakeholder Validation
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,Validate Financial Inputs,False,False,Secondary action for Requires Stakeholder Validation
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,Continue Monitoring,False,False,Secondary action for Requires Stakeholder Validation
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,Validate Assumptions,False,False,Secondary action for Requires Stakeholder Validation
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,Validate Financial Inputs,False,False,Secondary action for Requires Stakeholder Validation
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,Continue Monitoring,False,False,Secondary action for Requires Stakeholder Validation
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,Defer Decision,False,False,Secondary action for Not Suitable for Decision Use
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,Request Evidence Completion,False,False,Secondary action for Not Suitable for Decision Use
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,Request Lineage Completion,False,False,Secondary action for Not Suitable for Decision Use
DAR-C10FA647,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-C10FA647,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-C10FA647,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-C10FA647,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
