queue_record_id,hospital_id,department_id,queue_date,reporting_date,reporting_month,queue_stage,arrivals_count,served_count,waiting_patient_count,average_wait_minutes,median_wait_minutes,maximum_wait_minutes,summary_source_flag,encounter_derived_flag,valid_queue_record_flag,source_primary_key,processing_run_id,validation_run_id,transformation_version,processed_datetime,source_row_number
QUEUE-000000100,HOSP-001,DEPT-DIAG,2026-04-10,2026-04-10,2026-04,Billing,56,55,1,41.1,39.0,,,,True,QUEUE-000000100,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000101,HOSP-001,DEPT-DIAG,2026-04-11,2026-04-11,2026-04,Billing,60,57,3,45.6,44.0,,,,True,QUEUE-000000101,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000102,HOSP-001,DEPT-DIAG,2026-04-12,2026-04-12,2026-04,Triage,78,73,5,47.3,46.0,,,,True,QUEUE-000000102,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000103,HOSP-001,DEPT-DIAG,2026-04-13,2026-04-13,2026-04,Pharmacy,52,52,0,47.0,50.5,,,,True,QUEUE-000000103,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000104,HOSP-001,DEPT-DIAG,2026-04-14,2026-04-14,2026-04,Billing,72,69,3,43.4,44.0,,,,True,QUEUE-000000104,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000105,HOSP-001,DEPT-DIAG,2026-04-15,2026-04-15,2026-04,Radiology,62,60,2,49.7,52.5,,,,True,QUEUE-000000105,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000106,HOSP-001,DEPT-DIAG,2026-04-16,2026-04-16,2026-04,Consultation,56,53,3,49.1,50.0,,,,True,QUEUE-000000106,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000107,HOSP-001,DEPT-DIAG,2026-04-17,2026-04-17,2026-04,Pharmacy,55,52,3,41.4,42.0,,,,True,QUEUE-000000107,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000108,HOSP-001,DEPT-DIAG,2026-04-18,2026-04-18,2026-04,Registration,40,38,2,44.4,42.0,,,,True,QUEUE-000000108,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000109,HOSP-001,DEPT-DIAG,2026-04-19,2026-04-19,2026-04,Triage,61,59,2,45.4,46.0,,,,True,QUEUE-000000109,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000110,HOSP-001,DEPT-DIAG,2026-04-20,2026-04-20,2026-04,Billing,72,69,3,45.2,43.0,,,,True,QUEUE-000000110,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000111,HOSP-001,DEPT-DIAG,2026-04-21,2026-04-21,2026-04,Billing,60,58,2,47.9,50.5,,,,True,QUEUE-000000111,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000112,HOSP-001,DEPT-DIAG,2026-04-22,2026-04-22,2026-04,Consultation,66,66,0,45.3,47.0,,,,True,QUEUE-000000112,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000113,HOSP-001,DEPT-DIAG,2026-04-23,2026-04-23,2026-04,Radiology,67,66,1,47.1,49.0,,,,True,QUEUE-000000113,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000114,HOSP-001,DEPT-DIAG,2026-04-24,2026-04-24,2026-04,Radiology,76,76,0,47.9,49.5,,,,True,QUEUE-000000114,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000115,HOSP-001,DEPT-DIAG,2026-04-25,2026-04-25,2026-04,Billing,62,60,2,44.1,44.5,,,,True,QUEUE-000000115,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000116,HOSP-001,DEPT-DIAG,2026-04-26,2026-04-26,2026-04,Billing,57,56,1,44.9,45.0,,,,True,QUEUE-000000116,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000117,HOSP-001,DEPT-DIAG,2026-04-27,2026-04-27,2026-04,Radiology,66,66,0,43.1,44.0,,,,True,QUEUE-000000117,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000118,HOSP-001,DEPT-DIAG,2026-04-28,2026-04-28,2026-04,Registration,64,64,0,47.2,49.5,,,,True,QUEUE-000000118,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000119,HOSP-001,DEPT-DIAG,2026-04-29,2026-04-29,2026-04,Billing,65,64,1,40.3,43.5,,,,True,QUEUE-000000119,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000120,HOSP-001,DEPT-DIAG,2026-04-30,2026-04-30,2026-04,Radiology,50,49,1,45.3,44.0,,,,True,QUEUE-000000120,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000121,HOSP-001,DEPT-DIAG,2026-05-01,2026-05-01,2026-05,Consultation,52,51,1,40.6,37.0,,,,True,QUEUE-000000121,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000122,HOSP-001,DEPT-DIAG,2026-05-02,2026-05-02,2026-05,Triage,45,45,0,44.6,41.0,,,,True,QUEUE-000000122,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000123,HOSP-001,DEPT-DIAG,2026-05-03,2026-05-03,2026-05,Registration,64,62,2,46.3,47.0,,,,True,QUEUE-000000123,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000124,HOSP-001,DEPT-DIAG,2026-05-04,2026-05-04,2026-05,Radiology,68,68,0,42.3,44.5,,,,True,QUEUE-000000124,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000125,HOSP-001,DEPT-DIAG,2026-05-05,2026-05-05,2026-05,Consultation,49,46,3,39.2,42.0,,,,True,QUEUE-000000125,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000126,HOSP-001,DEPT-DIAG,2026-05-06,2026-05-06,2026-05,Consultation,72,70,2,40.8,39.0,,,,True,QUEUE-000000126,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000127,HOSP-001,DEPT-DIAG,2026-05-07,2026-05-07,2026-05,Triage,61,59,2,48.4,51.0,,,,True,QUEUE-000000127,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000128,HOSP-001,DEPT-DIAG,2026-05-08,2026-05-08,2026-05,Registration,54,54,0,49.0,51.0,,,,True,QUEUE-000000128,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000129,HOSP-001,DEPT-DIAG,2026-05-09,2026-05-09,2026-05,Consultation,54,53,1,46.9,50.0,,,,True,QUEUE-000000129,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000130,HOSP-001,DEPT-DIAG,2026-05-10,2026-05-10,2026-05,Consultation,62,61,1,45.6,46.0,,,,True,QUEUE-000000130,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000131,HOSP-001,DEPT-DIAG,2026-05-11,2026-05-11,2026-05,Triage,54,52,2,46.5,50.0,,,,True,QUEUE-000000131,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000132,HOSP-001,DEPT-DIAG,2026-05-12,2026-05-12,2026-05,Billing,54,53,1,40.6,36.0,,,,True,QUEUE-000000132,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000133,HOSP-001,DEPT-DIAG,2026-05-13,2026-05-13,2026-05,Pharmacy,51,51,0,43.9,44.0,,,,True,QUEUE-000000133,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000134,HOSP-001,DEPT-DIAG,2026-05-14,2026-05-14,2026-05,Billing,62,62,0,42.0,40.0,,,,True,QUEUE-000000134,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000135,HOSP-001,DEPT-DIAG,2026-05-15,2026-05-15,2026-05,Registration,51,47,4,44.4,42.0,,,,True,QUEUE-000000135,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000136,HOSP-001,DEPT-DIAG,2026-05-16,2026-05-16,2026-05,Triage,68,64,4,45.8,46.0,,,,True,QUEUE-000000136,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000137,HOSP-001,DEPT-DIAG,2026-05-17,2026-05-17,2026-05,Radiology,61,58,3,39.9,37.5,,,,True,QUEUE-000000137,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000138,HOSP-001,DEPT-DIAG,2026-05-18,2026-05-18,2026-05,Billing,54,54,0,43.1,46.5,,,,True,QUEUE-000000138,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000139,HOSP-001,DEPT-DIAG,2026-05-19,2026-05-19,2026-05,Registration,63,62,1,48.0,48.0,,,,True,QUEUE-000000139,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000140,HOSP-001,DEPT-DIAG,2026-05-20,2026-05-20,2026-05,Registration,54,53,1,44.4,46.0,,,,True,QUEUE-000000140,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000141,HOSP-001,DEPT-DIAG,2026-05-21,2026-05-21,2026-05,Pharmacy,64,63,1,48.9,51.0,,,,True,QUEUE-000000141,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000142,HOSP-001,DEPT-DIAG,2026-05-22,2026-05-22,2026-05,Pharmacy,67,65,2,39.2,40.0,,,,True,QUEUE-000000142,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000143,HOSP-001,DEPT-DIAG,2026-05-23,2026-05-23,2026-05,Registration,56,53,3,45.0,46.0,,,,True,QUEUE-000000143,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000144,HOSP-001,DEPT-DIAG,2026-05-24,2026-05-24,2026-05,Registration,59,57,2,47.1,43.0,,,,True,QUEUE-000000144,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000145,HOSP-001,DEPT-DIAG,2026-05-25,2026-05-25,2026-05,Consultation,60,58,2,44.9,45.5,,,,True,QUEUE-000000145,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000146,HOSP-001,DEPT-DIAG,2026-05-26,2026-05-26,2026-05,Consultation,61,59,2,43.1,44.0,,,,True,QUEUE-000000146,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000147,HOSP-001,DEPT-DIAG,2026-05-27,2026-05-27,2026-05,Radiology,77,75,2,43.9,45.0,,,,True,QUEUE-000000147,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000148,HOSP-001,DEPT-DIAG,2026-05-28,2026-05-28,2026-05,Registration,70,67,3,47.1,47.0,,,,True,QUEUE-000000148,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000149,HOSP-001,DEPT-DIAG,2026-05-29,2026-05-29,2026-05,Billing,59,58,1,45.2,46.0,,,,True,QUEUE-000000149,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000150,HOSP-001,DEPT-DIAG,2026-05-30,2026-05-30,2026-05,Registration,47,46,1,47.0,48.0,,,,True,QUEUE-000000150,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000151,HOSP-001,DEPT-DIAG,2026-05-31,2026-05-31,2026-05,Pharmacy,70,67,3,51.5,52.0,,,,True,QUEUE-000000151,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000152,HOSP-001,DEPT-DIAG,2026-06-01,2026-06-01,2026-06,Billing,60,59,1,52.6,51.0,,,,True,QUEUE-000000152,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000153,HOSP-001,DEPT-DIAG,2026-06-02,2026-06-02,2026-06,Consultation,67,67,0,52.8,51.0,,,,True,QUEUE-000000153,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000154,HOSP-001,DEPT-DIAG,2026-06-03,2026-06-03,2026-06,Registration,58,55,3,59.7,56.0,,,,True,QUEUE-000000154,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000155,HOSP-001,DEPT-DIAG,2026-06-04,2026-06-04,2026-06,Consultation,38,37,1,55.0,51.0,,,,True,QUEUE-000000155,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000156,HOSP-001,DEPT-DIAG,2026-06-05,2026-06-05,2026-06,Radiology,56,54,2,55.7,52.0,,,,True,QUEUE-000000156,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000157,HOSP-001,DEPT-DIAG,2026-06-06,2026-06-06,2026-06,Consultation,70,67,3,52.6,50.0,,,,True,QUEUE-000000157,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000158,HOSP-001,DEPT-DIAG,2026-06-07,2026-06-07,2026-06,Billing,64,62,2,57.7,59.5,,,,True,QUEUE-000000158,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000159,HOSP-001,DEPT-DIAG,2026-06-08,2026-06-08,2026-06,Pharmacy,65,63,2,56.6,58.0,,,,True,QUEUE-000000159,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000160,HOSP-001,DEPT-DIAG,2026-06-09,2026-06-09,2026-06,Pharmacy,51,48,3,56.5,55.5,,,,True,QUEUE-000000160,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000161,HOSP-001,DEPT-DIAG,2026-06-10,2026-06-10,2026-06,Radiology,66,62,4,49.3,48.5,,,,True,QUEUE-000000161,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000162,HOSP-001,DEPT-DIAG,2026-06-11,2026-06-11,2026-06,Registration,61,60,1,54.0,55.5,,,,True,QUEUE-000000162,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000163,HOSP-001,DEPT-DIAG,2026-06-12,2026-06-12,2026-06,Triage,57,54,3,52.2,57.0,,,,True,QUEUE-000000163,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000164,HOSP-001,DEPT-DIAG,2026-06-13,2026-06-13,2026-06,Consultation,53,52,1,60.8,62.5,,,,True,QUEUE-000000164,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000165,HOSP-001,DEPT-DIAG,2026-06-14,2026-06-14,2026-06,Registration,55,55,0,51.6,53.0,,,,True,QUEUE-000000165,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000166,HOSP-001,DEPT-DIAG,2026-06-15,2026-06-15,2026-06,Billing,67,65,2,56.5,59.0,,,,True,QUEUE-000000166,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000167,HOSP-001,DEPT-DIAG,2026-06-16,2026-06-16,2026-06,Triage,71,69,2,58.4,58.0,,,,True,QUEUE-000000167,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000168,HOSP-001,DEPT-DIAG,2026-06-17,2026-06-17,2026-06,Radiology,61,58,3,49.6,51.0,,,,True,QUEUE-000000168,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000169,HOSP-001,DEPT-DIAG,2026-06-18,2026-06-18,2026-06,Pharmacy,61,57,4,54.2,61.0,,,,True,QUEUE-000000169,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000170,HOSP-001,DEPT-DIAG,2026-06-19,2026-06-19,2026-06,Triage,59,58,1,60.4,61.0,,,,True,QUEUE-000000170,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000171,HOSP-001,DEPT-DIAG,2026-06-20,2026-06-20,2026-06,Consultation,56,53,3,53.3,57.0,,,,True,QUEUE-000000171,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000172,HOSP-001,DEPT-DIAG,2026-06-21,2026-06-21,2026-06,Radiology,54,51,3,51.8,50.0,,,,True,QUEUE-000000172,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000173,HOSP-001,DEPT-DIAG,2026-06-22,2026-06-22,2026-06,Radiology,61,59,2,48.1,49.0,,,,True,QUEUE-000000173,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000174,HOSP-001,DEPT-DIAG,2026-06-23,2026-06-23,2026-06,Pharmacy,45,44,1,54.9,61.0,,,,True,QUEUE-000000174,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000175,HOSP-001,DEPT-DIAG,2026-06-24,2026-06-24,2026-06,Triage,63,61,2,55.5,58.0,,,,True,QUEUE-000000175,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000176,HOSP-001,DEPT-DIAG,2026-06-25,2026-06-25,2026-06,Radiology,53,51,2,54.5,61.0,,,,True,QUEUE-000000176,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000177,HOSP-001,DEPT-DIAG,2026-06-26,2026-06-26,2026-06,Registration,65,64,1,49.3,49.0,,,,True,QUEUE-000000177,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000178,HOSP-001,DEPT-DIAG,2026-06-27,2026-06-27,2026-06,Consultation,61,60,1,54.3,53.0,,,,True,QUEUE-000000178,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000179,HOSP-001,DEPT-DIAG,2026-06-28,2026-06-28,2026-06,Triage,66,64,2,56.0,57.0,,,,True,QUEUE-000000179,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000180,HOSP-001,DEPT-DIAG,2026-06-29,2026-06-29,2026-06,Triage,54,53,1,54.3,54.0,,,,True,QUEUE-000000180,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000181,HOSP-001,DEPT-DIAG,2026-06-30,2026-06-30,2026-06,Registration,61,58,3,54.7,57.5,,,,True,QUEUE-000000181,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000182,HOSP-001,DEPT-DIAG,2026-07-01,2026-07-01,2026-07,Registration,58,56,2,52.0,55.5,,,,True,QUEUE-000000182,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000183,HOSP-001,DEPT-DIAG,2026-07-02,2026-07-02,2026-07,Triage,64,63,1,55.5,56.0,,,,True,QUEUE-000000183,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000184,HOSP-001,DEPT-DIAG,2026-07-03,2026-07-03,2026-07,Registration,60,59,1,59.1,60.0,,,,True,QUEUE-000000184,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000185,HOSP-001,DEPT-DIAG,2026-07-04,2026-07-04,2026-07,Triage,62,57,5,52.8,49.0,,,,True,QUEUE-000000185,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000186,HOSP-001,DEPT-DIAG,2026-07-05,2026-07-05,2026-07,Billing,74,69,5,53.4,57.0,,,,True,QUEUE-000000186,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000187,HOSP-001,DEPT-DIAG,2026-07-06,2026-07-06,2026-07,Triage,51,48,3,53.6,52.0,,,,True,QUEUE-000000187,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000188,HOSP-001,DEPT-DIAG,2026-07-07,2026-07-07,2026-07,Radiology,54,53,1,55.2,52.0,,,,True,QUEUE-000000188,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000189,HOSP-001,DEPT-DIAG,2026-07-08,2026-07-08,2026-07,Billing,68,66,2,55.7,59.0,,,,True,QUEUE-000000189,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000190,HOSP-001,DEPT-DIAG,2026-07-09,2026-07-09,2026-07,Registration,70,67,3,53.9,56.0,,,,True,QUEUE-000000190,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000191,HOSP-001,DEPT-DIAG,2026-07-10,2026-07-10,2026-07,Pharmacy,55,53,2,54.6,60.0,,,,True,QUEUE-000000191,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000192,HOSP-001,DEPT-DIAG,2026-07-11,2026-07-11,2026-07,Billing,54,54,0,56.6,60.5,,,,True,QUEUE-000000192,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000193,HOSP-001,DEPT-DIAG,2026-07-12,2026-07-12,2026-07,Billing,59,58,1,56.5,61.0,,,,True,QUEUE-000000193,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000194,HOSP-001,DEPT-DIAG,2026-07-13,2026-07-13,2026-07,Billing,50,49,1,52.3,50.0,,,,True,QUEUE-000000194,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000195,HOSP-001,DEPT-DIAG,2026-07-14,2026-07-14,2026-07,Billing,60,59,1,51.0,53.0,,,,True,QUEUE-000000195,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000196,HOSP-001,DEPT-DIAG,2026-07-15,2026-07-15,2026-07,Registration,70,69,1,58.8,59.0,,,,True,QUEUE-000000196,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000197,HOSP-001,DEPT-DIAG,2026-07-16,2026-07-16,2026-07,Billing,57,57,0,54.9,57.0,,,,True,QUEUE-000000197,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000198,HOSP-001,DEPT-DIAG,2026-07-17,2026-07-17,2026-07,Radiology,58,57,1,57.4,59.0,,,,True,QUEUE-000000198,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000199,HOSP-001,DEPT-DIAG,2026-07-18,2026-07-18,2026-07,Registration,60,60,0,49.8,46.5,,,,True,QUEUE-000000199,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
