bed_capacity_record_id,hospital_id,department_id,reporting_date,reporting_month,licensed_beds,staffed_beds,operational_beds,occupied_beds,unavailable_beds,reserved_beds,beds_above_operational_capacity,overcapacity_flag,overcapacity_exception_flag,overcapacity_reason,valid_bed_record_flag,source_primary_key,processing_run_id,validation_run_id,transformation_version,processed_datetime,source_row_number
BED-000000114,HOSP-001,DEPT-ICU,2026-02-07,2026-02,24,22,20,18,4,0,0,False,False,,True,BED-000000114,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000115,HOSP-001,DEPT-MED,2026-02-08,2026-02,120,116,109,89,11,3,0,False,False,,True,BED-000000115,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000116,HOSP-001,DEPT-SURG,2026-02-08,2026-02,100,92,87,81,13,1,0,False,False,,True,BED-000000116,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000117,HOSP-001,DEPT-ICU,2026-02-08,2026-02,24,22,21,18,3,0,0,False,False,,True,BED-000000117,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000118,HOSP-001,DEPT-MED,2026-02-09,2026-02,120,117,109,84,11,2,0,False,False,,True,BED-000000118,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000119,HOSP-001,DEPT-SURG,2026-02-09,2026-02,100,97,96,75,4,0,0,False,False,,True,BED-000000119,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000120,HOSP-001,DEPT-ICU,2026-02-09,2026-02,24,23,22,18,2,0,0,False,False,,True,BED-000000120,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000121,HOSP-001,DEPT-MED,2026-02-10,2026-02,120,113,108,89,12,0,0,False,False,,True,BED-000000121,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000122,HOSP-001,DEPT-SURG,2026-02-10,2026-02,100,96,90,85,10,2,0,False,False,,True,BED-000000122,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000123,HOSP-001,DEPT-ICU,2026-02-10,2026-02,24,22,21,15,3,0,0,False,False,,True,BED-000000123,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000124,HOSP-001,DEPT-MED,2026-02-11,2026-02,120,113,104,89,16,2,0,False,False,,True,BED-000000124,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000125,HOSP-001,DEPT-SURG,2026-02-11,2026-02,100,99,94,73,6,2,0,False,False,,True,BED-000000125,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000126,HOSP-001,DEPT-ICU,2026-02-11,2026-02,24,23,22,20,2,0,0,False,False,,True,BED-000000126,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000127,HOSP-001,DEPT-MED,2026-02-12,2026-02,120,109,100,92,20,2,0,False,False,,True,BED-000000127,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000128,HOSP-001,DEPT-SURG,2026-02-12,2026-02,100,95,93,85,7,2,0,False,False,,True,BED-000000128,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000129,HOSP-001,DEPT-ICU,2026-02-12,2026-02,24,22,20,15,4,0,0,False,False,,True,BED-000000129,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000130,HOSP-001,DEPT-MED,2026-02-13,2026-02,120,119,109,89,11,1,0,False,False,,True,BED-000000130,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000131,HOSP-001,DEPT-SURG,2026-02-13,2026-02,100,99,91,72,9,0,0,False,False,,True,BED-000000131,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000132,HOSP-001,DEPT-ICU,2026-02-13,2026-02,24,23,22,20,2,0,0,False,False,,True,BED-000000132,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000133,HOSP-001,DEPT-MED,2026-02-14,2026-02,120,113,106,91,14,1,0,False,False,,True,BED-000000133,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000134,HOSP-001,DEPT-SURG,2026-02-14,2026-02,100,98,91,75,9,1,0,False,False,,True,BED-000000134,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000135,HOSP-001,DEPT-ICU,2026-02-14,2026-02,24,22,20,17,4,0,0,False,False,,True,BED-000000135,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000136,HOSP-001,DEPT-MED,2026-02-15,2026-02,120,113,110,84,10,0,0,False,False,,True,BED-000000136,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000137,HOSP-001,DEPT-SURG,2026-02-15,2026-02,100,98,94,76,6,3,0,False,False,,True,BED-000000137,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000138,HOSP-001,DEPT-ICU,2026-02-15,2026-02,24,22,21,18,3,0,0,False,False,,True,BED-000000138,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000139,HOSP-001,DEPT-MED,2026-02-16,2026-02,120,111,102,83,18,2,0,False,False,,True,BED-000000139,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000140,HOSP-001,DEPT-SURG,2026-02-16,2026-02,100,98,93,79,7,2,0,False,False,,True,BED-000000140,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000141,HOSP-001,DEPT-ICU,2026-02-16,2026-02,24,21,19,16,5,0,0,False,False,,True,BED-000000141,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000142,HOSP-001,DEPT-MED,2026-02-17,2026-02,120,108,105,86,15,2,0,False,False,,True,BED-000000142,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000143,HOSP-001,DEPT-SURG,2026-02-17,2026-02,100,90,88,67,12,1,0,False,False,,True,BED-000000143,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000144,HOSP-001,DEPT-ICU,2026-02-17,2026-02,24,23,22,20,2,0,0,False,False,,True,BED-000000144,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000145,HOSP-001,DEPT-MED,2026-02-18,2026-02,120,110,108,98,12,1,0,False,False,,True,BED-000000145,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000146,HOSP-001,DEPT-SURG,2026-02-18,2026-02,100,98,91,85,9,2,0,False,False,,True,BED-000000146,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000147,HOSP-001,DEPT-ICU,2026-02-18,2026-02,24,22,21,17,3,0,0,False,False,,True,BED-000000147,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000148,HOSP-001,DEPT-MED,2026-02-19,2026-02,120,116,110,96,10,0,0,False,False,,True,BED-000000148,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000149,HOSP-001,DEPT-SURG,2026-02-19,2026-02,100,99,97,89,3,3,0,False,False,,True,BED-000000149,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000150,HOSP-001,DEPT-ICU,2026-02-19,2026-02,24,23,21,17,3,0,0,False,False,,True,BED-000000150,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000151,HOSP-001,DEPT-MED,2026-02-20,2026-02,120,119,111,90,9,3,0,False,False,,True,BED-000000151,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000152,HOSP-001,DEPT-SURG,2026-02-20,2026-02,100,97,90,81,10,0,0,False,False,,True,BED-000000152,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000153,HOSP-001,DEPT-ICU,2026-02-20,2026-02,24,23,22,19,2,0,0,False,False,,True,BED-000000153,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000154,HOSP-001,DEPT-MED,2026-02-21,2026-02,120,112,110,91,10,0,0,False,False,,True,BED-000000154,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000155,HOSP-001,DEPT-SURG,2026-02-21,2026-02,100,91,90,76,10,1,0,False,False,,True,BED-000000155,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000156,HOSP-001,DEPT-ICU,2026-02-21,2026-02,24,21,19,15,5,0,0,False,False,,True,BED-000000156,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000157,HOSP-001,DEPT-MED,2026-02-22,2026-02,120,108,99,75,21,4,0,False,False,,True,BED-000000157,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000158,HOSP-001,DEPT-SURG,2026-02-22,2026-02,100,95,94,89,6,0,0,False,False,,True,BED-000000158,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000159,HOSP-001,DEPT-ICU,2026-02-22,2026-02,24,21,20,16,4,0,0,False,False,,True,BED-000000159,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000160,HOSP-001,DEPT-MED,2026-02-23,2026-02,120,113,110,87,10,4,0,False,False,,True,BED-000000160,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000161,HOSP-001,DEPT-SURG,2026-02-23,2026-02,100,98,92,71,8,1,0,False,False,,True,BED-000000161,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000162,HOSP-001,DEPT-ICU,2026-02-23,2026-02,24,22,21,17,3,0,0,False,False,,True,BED-000000162,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000163,HOSP-001,DEPT-MED,2026-02-24,2026-02,120,111,110,86,10,4,0,False,False,,True,BED-000000163,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000164,HOSP-001,DEPT-SURG,2026-02-24,2026-02,100,98,96,88,4,2,0,False,False,,True,BED-000000164,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000165,HOSP-001,DEPT-ICU,2026-02-24,2026-02,24,22,21,16,3,0,0,False,False,,True,BED-000000165,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000166,HOSP-001,DEPT-MED,2026-02-25,2026-02,120,116,113,104,7,1,0,False,False,,True,BED-000000166,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000167,HOSP-001,DEPT-SURG,2026-02-25,2026-02,100,98,92,85,8,1,0,False,False,,True,BED-000000167,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000168,HOSP-001,DEPT-ICU,2026-02-25,2026-02,24,23,21,17,3,0,0,False,False,,True,BED-000000168,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000169,HOSP-001,DEPT-MED,2026-02-26,2026-02,120,116,107,100,13,4,0,False,False,,True,BED-000000169,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000170,HOSP-001,DEPT-SURG,2026-02-26,2026-02,100,95,90,71,10,1,0,False,False,,True,BED-000000170,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000171,HOSP-001,DEPT-ICU,2026-02-26,2026-02,24,22,21,16,3,1,0,False,False,,True,BED-000000171,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000172,HOSP-001,DEPT-MED,2026-02-27,2026-02,120,118,113,106,7,1,0,False,False,,True,BED-000000172,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000173,HOSP-001,DEPT-SURG,2026-02-27,2026-02,100,94,88,76,12,0,0,False,False,,True,BED-000000173,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000174,HOSP-001,DEPT-ICU,2026-02-27,2026-02,24,21,20,17,4,0,0,False,False,,True,BED-000000174,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000175,HOSP-001,DEPT-MED,2026-02-28,2026-02,120,118,117,87,3,0,0,False,False,,True,BED-000000175,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000176,HOSP-001,DEPT-SURG,2026-02-28,2026-02,100,98,90,73,10,2,0,False,False,,True,BED-000000176,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000177,HOSP-001,DEPT-ICU,2026-02-28,2026-02,24,23,22,17,2,0,0,False,False,,True,BED-000000177,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000178,HOSP-001,DEPT-MED,2026-03-01,2026-03,120,115,111,104,9,4,0,False,False,,True,BED-000000178,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000179,HOSP-001,DEPT-SURG,2026-03-01,2026-03,100,96,91,83,9,0,0,False,False,,True,BED-000000179,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000180,HOSP-001,DEPT-ICU,2026-03-01,2026-03,24,22,20,18,4,0,0,False,False,,True,BED-000000180,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000181,HOSP-001,DEPT-MED,2026-03-02,2026-03,120,109,103,97,17,1,0,False,False,,True,BED-000000181,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000182,HOSP-001,DEPT-SURG,2026-03-02,2026-03,100,99,92,79,8,2,0,False,False,,True,BED-000000182,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000183,HOSP-001,DEPT-ICU,2026-03-02,2026-03,24,23,22,20,2,0,0,False,False,,True,BED-000000183,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000184,HOSP-001,DEPT-MED,2026-03-03,2026-03,120,111,110,108,10,4,0,False,False,,True,BED-000000184,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000185,HOSP-001,DEPT-SURG,2026-03-03,2026-03,100,92,89,88,11,2,0,False,False,,True,BED-000000185,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000186,HOSP-001,DEPT-ICU,2026-03-03,2026-03,24,22,21,19,3,0,0,False,False,,True,BED-000000186,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000187,HOSP-001,DEPT-MED,2026-03-04,2026-03,120,118,108,103,12,1,0,False,False,,True,BED-000000187,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000188,HOSP-001,DEPT-SURG,2026-03-04,2026-03,100,90,85,71,15,2,0,False,False,,True,BED-000000188,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000189,HOSP-001,DEPT-ICU,2026-03-04,2026-03,24,21,20,19,4,0,0,False,False,,True,BED-000000189,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000190,HOSP-001,DEPT-MED,2026-03-05,2026-03,120,111,104,92,16,1,0,False,False,,True,BED-000000190,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000191,HOSP-001,DEPT-SURG,2026-03-05,2026-03,100,95,92,91,8,2,0,False,False,,True,BED-000000191,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000192,HOSP-001,DEPT-ICU,2026-03-05,2026-03,24,23,22,20,2,1,0,False,False,,True,BED-000000192,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000193,HOSP-001,DEPT-MED,2026-03-06,2026-03,120,108,102,87,18,0,0,False,False,,True,BED-000000193,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000194,HOSP-001,DEPT-SURG,2026-03-06,2026-03,100,91,86,79,14,0,0,False,False,,True,BED-000000194,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000195,HOSP-001,DEPT-ICU,2026-03-06,2026-03,24,22,20,18,4,0,0,False,False,,True,BED-000000195,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000196,HOSP-001,DEPT-MED,2026-03-07,2026-03,120,111,107,90,13,5,0,False,False,,True,BED-000000196,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000197,HOSP-001,DEPT-SURG,2026-03-07,2026-03,100,91,88,72,12,0,0,False,False,,True,BED-000000197,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000198,HOSP-001,DEPT-ICU,2026-03-07,2026-03,24,23,22,18,2,0,0,False,False,,True,BED-000000198,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000199,HOSP-001,DEPT-MED,2026-03-08,2026-03,120,115,108,99,12,0,0,False,False,,True,BED-000000199,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000200,HOSP-001,DEPT-SURG,2026-03-08,2026-03,100,92,90,80,10,3,0,False,False,,True,BED-000000200,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000201,HOSP-001,DEPT-ICU,2026-03-08,2026-03,24,22,20,18,4,0,0,False,False,,True,BED-000000201,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000202,HOSP-001,DEPT-MED,2026-03-09,2026-03,120,111,109,103,11,2,0,False,False,,True,BED-000000202,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000203,HOSP-001,DEPT-SURG,2026-03-09,2026-03,100,96,93,78,7,4,0,False,False,,True,BED-000000203,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000204,HOSP-001,DEPT-ICU,2026-03-09,2026-03,24,21,19,15,5,0,0,False,False,,True,BED-000000204,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000205,HOSP-001,DEPT-MED,2026-03-10,2026-03,120,118,115,98,5,1,0,False,False,,True,BED-000000205,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000206,HOSP-001,DEPT-SURG,2026-03-10,2026-03,100,92,86,68,14,4,0,False,False,,True,BED-000000206,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000207,HOSP-001,DEPT-ICU,2026-03-10,2026-03,24,22,20,17,4,0,0,False,False,,True,BED-000000207,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000208,HOSP-001,DEPT-MED,2026-03-11,2026-03,120,110,104,99,16,1,0,False,False,,True,BED-000000208,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000209,HOSP-001,DEPT-SURG,2026-03-11,2026-03,100,99,97,95,3,1,0,False,False,,True,BED-000000209,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000210,HOSP-001,DEPT-ICU,2026-03-11,2026-03,24,22,20,17,4,0,0,False,False,,True,BED-000000210,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000211,HOSP-001,DEPT-MED,2026-03-12,2026-03,120,110,102,85,18,2,0,False,False,,True,BED-000000211,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000212,HOSP-001,DEPT-SURG,2026-03-12,2026-03,100,98,97,86,3,1,0,False,False,,True,BED-000000212,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000213,HOSP-001,DEPT-ICU,2026-03-12,2026-03,24,23,22,21,2,0,0,False,False,,True,BED-000000213,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000214,HOSP-001,DEPT-MED,2026-03-13,2026-03,120,114,109,97,11,4,0,False,False,,True,BED-000000214,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000215,HOSP-001,DEPT-SURG,2026-03-13,2026-03,100,93,87,82,13,0,0,False,False,,True,BED-000000215,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000216,HOSP-001,DEPT-ICU,2026-03-13,2026-03,24,21,19,15,5,0,0,False,False,,True,BED-000000216,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000217,HOSP-001,DEPT-MED,2026-03-14,2026-03,120,108,103,81,17,4,0,False,False,,True,BED-000000217,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000218,HOSP-001,DEPT-SURG,2026-03-14,2026-03,100,94,91,90,9,2,0,False,False,,True,BED-000000218,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000219,HOSP-001,DEPT-ICU,2026-03-14,2026-03,24,22,20,16,4,0,0,False,False,,True,BED-000000219,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000220,HOSP-001,DEPT-MED,2026-03-15,2026-03,120,112,111,94,9,3,0,False,False,,True,BED-000000220,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000221,HOSP-001,DEPT-SURG,2026-03-15,2026-03,100,92,87,71,13,0,0,False,False,,True,BED-000000221,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000222,HOSP-001,DEPT-ICU,2026-03-15,2026-03,24,22,21,20,3,0,0,False,False,,True,BED-000000222,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000223,HOSP-001,DEPT-MED,2026-03-16,2026-03,120,116,112,95,8,4,0,False,False,,True,BED-000000223,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000224,HOSP-001,DEPT-SURG,2026-03-16,2026-03,100,91,85,76,15,0,0,False,False,,True,BED-000000224,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000225,HOSP-001,DEPT-ICU,2026-03-16,2026-03,24,22,21,17,3,0,0,False,False,,True,BED-000000225,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000226,HOSP-001,DEPT-MED,2026-03-17,2026-03,120,117,111,91,9,0,0,False,False,,True,BED-000000226,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000227,HOSP-001,DEPT-SURG,2026-03-17,2026-03,100,92,89,72,11,0,0,False,False,,True,BED-000000227,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
