lineage_id,scenario_run_id,source_type,source_id,source_file,link_type,recorded_at
LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-RECID-7,SR-BL-3048F5335B1741BC-COMP-EXP-001,Recommendation,REC-CASE-DEPT-ADM-20260329-OPT1,,Approved By,2026-07-28T14:58:57.765832
LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-RECID-8,SR-BL-3048F5335B1741BC-COMP-EXP-001,Recommendation,REC-CASE-DEPT-ADM-20260401-OPT1,,Approved By,2026-07-28T14:58:57.765835
LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-COMP-9,SR-BL-3048F5335B1741BC-COMP-EXP-001,Comparator Config,COMP-EXP-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.765839
LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-PKG-10,SR-BL-3048F5335B1741BC-COMP-EXP-001,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260328,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.765843
LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-EP-11,SR-BL-3048F5335B1741BC-COMP-EXP-001,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260328,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.765846
LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-BASE-0,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.769590
LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-1,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260328,,Contributed To,2026-07-28T14:58:57.769595
LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-2,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260329,,Contributed To,2026-07-28T14:58:57.769599
LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-3,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260330,,Contributed To,2026-07-28T14:58:57.769602
LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-4,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260331,,Contributed To,2026-07-28T14:58:57.769606
LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-5,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260401,,Contributed To,2026-07-28T14:58:57.769609
LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-RECID-6,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Recommendation,REC-CASE-DEPT-ADM-20260328-OPT1,,Approved By,2026-07-28T14:58:57.769612
LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-RECID-7,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Recommendation,REC-CASE-DEPT-ADM-20260329-OPT1,,Approved By,2026-07-28T14:58:57.769616
LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-RECID-8,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Recommendation,REC-CASE-DEPT-ADM-20260401-OPT1,,Approved By,2026-07-28T14:58:57.769619
LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-COMP-9,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Comparator Config,COMP-HIGH-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.769622
LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-PKG-10,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260328,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.769626
LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-EP-11,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260328,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.769630
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-BASE-0,SR-BL-EB935D17ADFCF500-COMP-BASE-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.776302
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-REC-1,SR-BL-EB935D17ADFCF500-COMP-BASE-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260410,,Contributed To,2026-07-28T14:58:57.776312
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-RECID-2,SR-BL-EB935D17ADFCF500-COMP-BASE-001,Recommendation,REC-CASE-DEPT-ADM-20260410-OPT1,,Approved By,2026-07-28T14:58:57.776320
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-COMP-3,SR-BL-EB935D17ADFCF500-COMP-BASE-001,Comparator Config,COMP-BASE-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.776327
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-PKG-4,SR-BL-EB935D17ADFCF500-COMP-BASE-001,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.776334
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-EP-5,SR-BL-EB935D17ADFCF500-COMP-BASE-001,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.776340
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-BASE-0,SR-BL-EB935D17ADFCF500-COMP-CONS-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.783191
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-REC-1,SR-BL-EB935D17ADFCF500-COMP-CONS-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260410,,Contributed To,2026-07-28T14:58:57.783198
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-RECID-2,SR-BL-EB935D17ADFCF500-COMP-CONS-001,Recommendation,REC-CASE-DEPT-ADM-20260410-OPT1,,Approved By,2026-07-28T14:58:57.783202
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-COMP-3,SR-BL-EB935D17ADFCF500-COMP-CONS-001,Comparator Config,COMP-CONS-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.783207
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-PKG-4,SR-BL-EB935D17ADFCF500-COMP-CONS-001,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.783211
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-EP-5,SR-BL-EB935D17ADFCF500-COMP-CONS-001,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.783215
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-BASE-0,SR-BL-EB935D17ADFCF500-COMP-EXP-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.787290
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-REC-1,SR-BL-EB935D17ADFCF500-COMP-EXP-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260410,,Contributed To,2026-07-28T14:58:57.787297
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-RECID-2,SR-BL-EB935D17ADFCF500-COMP-EXP-001,Recommendation,REC-CASE-DEPT-ADM-20260410-OPT1,,Approved By,2026-07-28T14:58:57.787301
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-COMP-3,SR-BL-EB935D17ADFCF500-COMP-EXP-001,Comparator Config,COMP-EXP-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.787305
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-PKG-4,SR-BL-EB935D17ADFCF500-COMP-EXP-001,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.787309
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-EP-5,SR-BL-EB935D17ADFCF500-COMP-EXP-001,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.787313
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-BASE-0,SR-BL-EB935D17ADFCF500-COMP-HIGH-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.791502
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-REC-1,SR-BL-EB935D17ADFCF500-COMP-HIGH-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260410,,Contributed To,2026-07-28T14:58:57.791512
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-RECID-2,SR-BL-EB935D17ADFCF500-COMP-HIGH-001,Recommendation,REC-CASE-DEPT-ADM-20260410-OPT1,,Approved By,2026-07-28T14:58:57.791520
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-COMP-3,SR-BL-EB935D17ADFCF500-COMP-HIGH-001,Comparator Config,COMP-HIGH-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.791528
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-PKG-4,SR-BL-EB935D17ADFCF500-COMP-HIGH-001,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.791535
LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-EP-5,SR-BL-EB935D17ADFCF500-COMP-HIGH-001,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.791542
LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-BASE-0,SR-BL-24E8132F23E980FC-COMP-BASE-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.801619
LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-REC-1,SR-BL-24E8132F23E980FC-COMP-BASE-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260420,,Contributed To,2026-07-28T14:58:57.801626
LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-RECID-2,SR-BL-24E8132F23E980FC-COMP-BASE-001,Recommendation,REC-CASE-DEPT-ADM-20260420-OPT1,,Approved By,2026-07-28T14:58:57.801631
LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-COMP-3,SR-BL-24E8132F23E980FC-COMP-BASE-001,Comparator Config,COMP-BASE-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.801635
LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-PKG-4,SR-BL-24E8132F23E980FC-COMP-BASE-001,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.801639
LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-EP-5,SR-BL-24E8132F23E980FC-COMP-BASE-001,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.801643
LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-BASE-0,SR-BL-24E8132F23E980FC-COMP-CONS-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.805284
LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-REC-1,SR-BL-24E8132F23E980FC-COMP-CONS-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260420,,Contributed To,2026-07-28T14:58:57.805289
LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-RECID-2,SR-BL-24E8132F23E980FC-COMP-CONS-001,Recommendation,REC-CASE-DEPT-ADM-20260420-OPT1,,Approved By,2026-07-28T14:58:57.805293
LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-COMP-3,SR-BL-24E8132F23E980FC-COMP-CONS-001,Comparator Config,COMP-CONS-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.805297
LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-PKG-4,SR-BL-24E8132F23E980FC-COMP-CONS-001,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.805301
LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-EP-5,SR-BL-24E8132F23E980FC-COMP-CONS-001,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.805305
LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-BASE-0,SR-BL-24E8132F23E980FC-COMP-EXP-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.809514
LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-REC-1,SR-BL-24E8132F23E980FC-COMP-EXP-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260420,,Contributed To,2026-07-28T14:58:57.809531
LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-RECID-2,SR-BL-24E8132F23E980FC-COMP-EXP-001,Recommendation,REC-CASE-DEPT-ADM-20260420-OPT1,,Approved By,2026-07-28T14:58:57.809540
LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-COMP-3,SR-BL-24E8132F23E980FC-COMP-EXP-001,Comparator Config,COMP-EXP-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.809550
LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-PKG-4,SR-BL-24E8132F23E980FC-COMP-EXP-001,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.809557
LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-EP-5,SR-BL-24E8132F23E980FC-COMP-EXP-001,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.809564
LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-BASE-0,SR-BL-24E8132F23E980FC-COMP-HIGH-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.814950
LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-REC-1,SR-BL-24E8132F23E980FC-COMP-HIGH-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260420,,Contributed To,2026-07-28T14:58:57.814956
LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-RECID-2,SR-BL-24E8132F23E980FC-COMP-HIGH-001,Recommendation,REC-CASE-DEPT-ADM-20260420-OPT1,,Approved By,2026-07-28T14:58:57.814960
LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-COMP-3,SR-BL-24E8132F23E980FC-COMP-HIGH-001,Comparator Config,COMP-HIGH-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.814965
LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-PKG-4,SR-BL-24E8132F23E980FC-COMP-HIGH-001,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.814969
LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-EP-5,SR-BL-24E8132F23E980FC-COMP-HIGH-001,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.814972
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-BASE-0,SR-BL-1A12AF7C3E39DADF-COMP-BASE-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.821712
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-REC-1,SR-BL-1A12AF7C3E39DADF-COMP-BASE-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260506,,Contributed To,2026-07-28T14:58:57.821718
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-RECID-2,SR-BL-1A12AF7C3E39DADF-COMP-BASE-001,Recommendation,REC-CASE-DEPT-ADM-20260506-OPT1,,Approved By,2026-07-28T14:58:57.821722
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-COMP-3,SR-BL-1A12AF7C3E39DADF-COMP-BASE-001,Comparator Config,COMP-BASE-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.821726
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-PKG-4,SR-BL-1A12AF7C3E39DADF-COMP-BASE-001,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.821730
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-EP-5,SR-BL-1A12AF7C3E39DADF-COMP-BASE-001,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.821733
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-BASE-0,SR-BL-1A12AF7C3E39DADF-COMP-CONS-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.825524
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-REC-1,SR-BL-1A12AF7C3E39DADF-COMP-CONS-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260506,,Contributed To,2026-07-28T14:58:57.825529
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-RECID-2,SR-BL-1A12AF7C3E39DADF-COMP-CONS-001,Recommendation,REC-CASE-DEPT-ADM-20260506-OPT1,,Approved By,2026-07-28T14:58:57.825534
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-COMP-3,SR-BL-1A12AF7C3E39DADF-COMP-CONS-001,Comparator Config,COMP-CONS-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.825538
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-PKG-4,SR-BL-1A12AF7C3E39DADF-COMP-CONS-001,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.825542
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-EP-5,SR-BL-1A12AF7C3E39DADF-COMP-CONS-001,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.825545
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-BASE-0,SR-BL-1A12AF7C3E39DADF-COMP-EXP-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.830314
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-REC-1,SR-BL-1A12AF7C3E39DADF-COMP-EXP-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260506,,Contributed To,2026-07-28T14:58:57.830319
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-RECID-2,SR-BL-1A12AF7C3E39DADF-COMP-EXP-001,Recommendation,REC-CASE-DEPT-ADM-20260506-OPT1,,Approved By,2026-07-28T14:58:57.830324
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-COMP-3,SR-BL-1A12AF7C3E39DADF-COMP-EXP-001,Comparator Config,COMP-EXP-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.830328
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-PKG-4,SR-BL-1A12AF7C3E39DADF-COMP-EXP-001,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.830331
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-EP-5,SR-BL-1A12AF7C3E39DADF-COMP-EXP-001,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.830335
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-BASE-0,SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.834155
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-REC-1,SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260506,,Contributed To,2026-07-28T14:58:57.834161
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-RECID-2,SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001,Recommendation,REC-CASE-DEPT-ADM-20260506-OPT1,,Approved By,2026-07-28T14:58:57.834166
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-COMP-3,SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001,Comparator Config,COMP-HIGH-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.834170
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-PKG-4,SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.834173
LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-EP-5,SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.834177
LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-BASE-0,SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.840848
LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-REC-1,SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260602,,Contributed To,2026-07-28T14:58:57.840854
LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-RECID-2,SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001,Recommendation,REC-CASE-DEPT-ADM-20260602-OPT1,,Approved By,2026-07-28T14:58:57.840859
LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-COMP-3,SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001,Comparator Config,COMP-BASE-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.840863
LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-PKG-4,SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.840867
LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-EP-5,SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260602,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.840870
LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-BASE-0,SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.847626
LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-REC-1,SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260602,,Contributed To,2026-07-28T14:58:57.847639
LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-RECID-2,SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001,Recommendation,REC-CASE-DEPT-ADM-20260602-OPT1,,Approved By,2026-07-28T14:58:57.847643
LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-COMP-3,SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001,Comparator Config,COMP-CONS-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.847649
LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-PKG-4,SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.847652
LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-EP-5,SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260602,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.847657
