interpretation_id,approval_package_id,scenario_template_id,episode_id,scenario_family,comparator_summary,primary_kpi_effect,supporting_kpi_effects,adverse_effects,displacement_risk,assumption_drivers,management_validation_required,sensitivity_classification,diminishing_return_classification,trade_off_band,management_readiness,interpretation_text
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108,SCEN-STAFF-001,EP-HOSP-001-DEPT-ADM-kpi_001-20260108,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (11.1111111111111%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%),Staffing coverage adjusted from 83.33% to 100.00%. Adjusted available staff: 20.0 (required: 18.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (11.1111111111111%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624,SCEN-ABS-001,EP-HOSP-001-DEPT-ADM-kpi_002-20260624,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999993%); Expected: Decrease (-19.999999999999986%); Higher Intensity: Decrease (-34.99999999999999%),Absenteeism adjusted from 24.00% to 19.20%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.80%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999993%); Expected: Decrease (-19.999999999999986%); Higher Intensity: Decrease (-34.99999999999999%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,SCEN-ABS-001,EP-HOSP-001-DEPT-ADM-kpi_002-20260710,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.000000000000002%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 19.05% to 15.24%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.81%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.000000000000002%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,SCEN-ABS-001,EP-HOSP-001-DEPT-ADM-kpi_002-20260716,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999995%); Expected: Decrease (-19.99999999999999%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 23.53% to 18.82%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.71%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999995%); Expected: Decrease (-19.99999999999999%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,SCEN-ABS-001,EP-HOSP-001-DEPT-ADM-kpi_002-20260814,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999998%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-34.99999999999999%),Absenteeism adjusted from 21.05% to 16.84%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.21%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999998%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-34.99999999999999%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,SCEN-ABS-001,EP-HOSP-001-DEPT-ADM-kpi_002-20260925,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 20.00% to 16.00%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.00%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,SCEN-ABS-001,EP-HOSP-001-DEPT-ADM-kpi_002-20261019,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999991%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 18.18% to 14.55%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.64%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999991%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,SCEN-ABS-001,EP-HOSP-001-DEPT-ADM-kpi_002-20261102,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 20.00% to 16.00%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.00%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,SCEN-ABS-001,EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.000000000000002%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 19.05% to 15.24%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.81%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.000000000000002%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,SCEN-ABS-001,EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999998%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 16.67% to 13.33%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.33%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999998%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,SCEN-ABS-001,EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.000000000000002%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 19.05% to 15.24%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.81%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.000000000000002%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,SCEN-ABS-001,EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999993%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%),Absenteeism adjusted from 17.65% to 14.12%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.53%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999993%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,SCEN-STAFF-001,EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (14.285714285714292%); Expected: Increase (21.42857142857143%); Higher Intensity: Increase (21.42857142857143%),Staffing coverage adjusted from 78.57% to 100.00%. Adjusted available staff: 16.0 (required: 14.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (14.285714285714292%); Expected: Increase (21.42857142857143%); Higher Intensity: Increase (21.42857142857143%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,SCEN-STAFF-001,EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Staffing Coverage Adjustment,Baseline: Decrease (-0.4459012520670882%); Conservative: Increase (14.011930073234112%); Expected: Increase (16.42156862745098%); Higher Intensity: Increase (16.42156862745098%),Staffing coverage adjusted from 83.58% to 100.00%. Adjusted available staff: 16.5 (required: 13.8).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Direction Reversal,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401 (SCEN-STAFF-001): Comparators show Baseline: Decrease (-0.4459012520670882%); Conservative: Increase (14.011930073234112%); Expected: Increase (16.42156862745098%); Higher Intensity: Increase (16.42156862745098%). Sensitivity: Direction Reversal. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,SCEN-STAFF-001,EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (15.384615384615373%); Expected: Increase (23.076923076923066%); Higher Intensity: Increase (23.076923076923066%),Staffing coverage adjusted from 76.92% to 100.00%. Adjusted available staff: 15.0 (required: 13.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (15.384615384615373%); Expected: Increase (23.076923076923066%); Higher Intensity: Increase (23.076923076923066%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,SCEN-STAFF-001,EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,Staffing Coverage Adjustment,Baseline: Decrease (-0.14822134387351582%); Conservative: Increase (17.243083003952577%); Expected: Increase (21.590909090909093%); Higher Intensity: Increase (21.590909090909093%),Staffing coverage adjusted from 78.41% to 100.00%. Adjusted available staff: 14.0 (required: 11.5).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Direction Reversal,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423 (SCEN-STAFF-001): Comparators show Baseline: Decrease (-0.14822134387351582%); Conservative: Increase (17.243083003952577%); Expected: Increase (21.590909090909093%); Higher Intensity: Increase (21.590909090909093%). Sensitivity: Direction Reversal. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,SCEN-STAFF-001,EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (25.0%); Higher Intensity: Increase (25.0%),Staffing coverage adjusted from 75.00% to 100.00%. Adjusted available staff: 14.0 (required: 12.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (25.0%); Higher Intensity: Increase (25.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,SCEN-STAFF-001,EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,Staffing Coverage Adjustment,Baseline: Increase (0.13736263736265641%); Conservative: Increase (15.521978021978029%); Expected: Increase (23.214285714285722%); Higher Intensity: Increase (23.214285714285722%),Staffing coverage adjusted from 76.79% to 100.00%. Adjusted available staff: 15.0 (required: 13.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Stable with Magnitude Variation,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511 (SCEN-STAFF-001): Comparators show Baseline: Increase (0.13736263736265641%); Conservative: Increase (15.521978021978029%); Expected: Increase (23.214285714285722%); Higher Intensity: Increase (23.214285714285722%). Sensitivity: Stable with Magnitude Variation. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
