primary_impact_id,scenario_run_id,approval_package_id,episode_id,primary_kpi_id,baseline_primary_kpi_value,scenario_primary_kpi_value,absolute_change,percentage_change,direction_of_change,comparator_type,scenario_family,final_scenario_confidence,impact_classification,effect_direction,evidence_language
PI-SR-BL-DF709330D67ABEC5-COMP-BASE-002,SR-BL-DF709330D67ABEC5-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202,EP-HOSP-001-DEPT-ADM-kpi_002-20260202,kpi_002,23.809523809523807,23.809523809523807,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-DF709330D67ABEC5-COMP-CONS-002,SR-BL-DF709330D67ABEC5-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202,EP-HOSP-001-DEPT-ADM-kpi_002-20260202,kpi_002,23.809523809523807,21.428571428571427,-2.3809523809523796,-9.999999999999995,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-DF709330D67ABEC5-COMP-EXP-002,SR-BL-DF709330D67ABEC5-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202,EP-HOSP-001-DEPT-ADM-kpi_002-20260202,kpi_002,23.809523809523807,19.047619047619047,-4.761904761904759,-19.99999999999999,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-DF709330D67ABEC5-COMP-HIGH-002,SR-BL-DF709330D67ABEC5-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202,EP-HOSP-001-DEPT-ADM-kpi_002-20260202,kpi_002,23.809523809523807,15.476190476190474,-8.333333333333332,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-747242470CE54799-COMP-BASE-002,SR-BL-747242470CE54799-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206,EP-HOSP-001-DEPT-ADM-kpi_002-20260206,kpi_002,27.27272727272727,27.27272727272727,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-747242470CE54799-COMP-CONS-002,SR-BL-747242470CE54799-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206,EP-HOSP-001-DEPT-ADM-kpi_002-20260206,kpi_002,27.27272727272727,24.545454545454543,-2.7272727272727266,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-747242470CE54799-COMP-EXP-002,SR-BL-747242470CE54799-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206,EP-HOSP-001-DEPT-ADM-kpi_002-20260206,kpi_002,27.27272727272727,21.818181818181817,-5.454545454545453,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-747242470CE54799-COMP-HIGH-002,SR-BL-747242470CE54799-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206,EP-HOSP-001-DEPT-ADM-kpi_002-20260206,kpi_002,27.27272727272727,17.727272727272727,-9.545454545454543,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-59E3FB429973055E-COMP-BASE-002,SR-BL-59E3FB429973055E-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330,EP-HOSP-001-DEPT-ADM-kpi_002-20260330,kpi_002,23.52941176470588,23.52941176470588,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-59E3FB429973055E-COMP-CONS-002,SR-BL-59E3FB429973055E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330,EP-HOSP-001-DEPT-ADM-kpi_002-20260330,kpi_002,23.52941176470588,21.176470588235293,-2.352941176470587,-9.999999999999995,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-59E3FB429973055E-COMP-EXP-002,SR-BL-59E3FB429973055E-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330,EP-HOSP-001-DEPT-ADM-kpi_002-20260330,kpi_002,23.52941176470588,18.823529411764707,-4.705882352941174,-19.99999999999999,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-59E3FB429973055E-COMP-HIGH-002,SR-BL-59E3FB429973055E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330,EP-HOSP-001-DEPT-ADM-kpi_002-20260330,kpi_002,23.52941176470588,15.294117647058822,-8.235294117647058,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-58927C6C611CB6A2-COMP-BASE-002,SR-BL-58927C6C611CB6A2-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,EP-HOSP-001-DEPT-ADM-kpi_002-20260409,kpi_002,18.141945773524718,18.141945773524718,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-58927C6C611CB6A2-COMP-CONS-002,SR-BL-58927C6C611CB6A2-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,EP-HOSP-001-DEPT-ADM-kpi_002-20260409,kpi_002,18.141945773524718,16.327751196172247,-1.8141945773524704,-9.999999999999993,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-58927C6C611CB6A2-COMP-EXP-002,SR-BL-58927C6C611CB6A2-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,EP-HOSP-001-DEPT-ADM-kpi_002-20260409,kpi_002,18.141945773524718,14.513556618819775,-3.6283891547049425,-19.999999999999993,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-58927C6C611CB6A2-COMP-HIGH-002,SR-BL-58927C6C611CB6A2-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,EP-HOSP-001-DEPT-ADM-kpi_002-20260409,kpi_002,18.141945773524718,11.792264752791066,-6.349681020733652,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-175EFE24E943C187-COMP-BASE-002,SR-BL-175EFE24E943C187-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,EP-HOSP-001-DEPT-ADM-kpi_002-20260524,kpi_002,17.857142857142854,17.857142857142854,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-175EFE24E943C187-COMP-CONS-002,SR-BL-175EFE24E943C187-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,EP-HOSP-001-DEPT-ADM-kpi_002-20260524,kpi_002,17.857142857142854,16.07142857142857,-1.7857142857142847,-9.999999999999996,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-175EFE24E943C187-COMP-EXP-002,SR-BL-175EFE24E943C187-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,EP-HOSP-001-DEPT-ADM-kpi_002-20260524,kpi_002,17.857142857142854,14.285714285714285,-3.5714285714285694,-19.999999999999993,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-175EFE24E943C187-COMP-HIGH-002,SR-BL-175EFE24E943C187-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,EP-HOSP-001-DEPT-ADM-kpi_002-20260524,kpi_002,17.857142857142854,11.607142857142856,-6.249999999999998,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-65BAA941479C62D1-COMP-BASE-002,SR-BL-65BAA941479C62D1-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,EP-HOSP-001-DEPT-ADM-kpi_002-20260529,kpi_002,15.789473684210526,15.789473684210526,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-65BAA941479C62D1-COMP-CONS-002,SR-BL-65BAA941479C62D1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,EP-HOSP-001-DEPT-ADM-kpi_002-20260529,kpi_002,15.789473684210526,14.210526315789473,-1.578947368421053,-10.000000000000004,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-65BAA941479C62D1-COMP-EXP-002,SR-BL-65BAA941479C62D1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,EP-HOSP-001-DEPT-ADM-kpi_002-20260529,kpi_002,15.789473684210526,12.631578947368421,-3.1578947368421044,-19.999999999999996,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-65BAA941479C62D1-COMP-HIGH-002,SR-BL-65BAA941479C62D1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,EP-HOSP-001-DEPT-ADM-kpi_002-20260529,kpi_002,15.789473684210526,10.263157894736842,-5.526315789473683,-34.99999999999999,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-7BC211D1BA18F080-COMP-BASE-002,SR-BL-7BC211D1BA18F080-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,EP-HOSP-001-DEPT-ADM-kpi_002-20260611,kpi_002,23.809523809523807,23.809523809523807,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-7BC211D1BA18F080-COMP-CONS-002,SR-BL-7BC211D1BA18F080-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,EP-HOSP-001-DEPT-ADM-kpi_002-20260611,kpi_002,23.809523809523807,21.428571428571427,-2.3809523809523796,-9.999999999999995,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-7BC211D1BA18F080-COMP-EXP-002,SR-BL-7BC211D1BA18F080-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,EP-HOSP-001-DEPT-ADM-kpi_002-20260611,kpi_002,23.809523809523807,19.047619047619047,-4.761904761904759,-19.99999999999999,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-7BC211D1BA18F080-COMP-HIGH-002,SR-BL-7BC211D1BA18F080-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,EP-HOSP-001-DEPT-ADM-kpi_002-20260611,kpi_002,23.809523809523807,15.476190476190474,-8.333333333333332,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-ADAE1EF74FA083EE-COMP-BASE-002,SR-BL-ADAE1EF74FA083EE-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620,EP-HOSP-001-DEPT-ADM-kpi_002-20260620,kpi_002,21.052631578947366,21.052631578947366,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-ADAE1EF74FA083EE-COMP-CONS-002,SR-BL-ADAE1EF74FA083EE-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620,EP-HOSP-001-DEPT-ADM-kpi_002-20260620,kpi_002,21.052631578947366,18.94736842105263,-2.1052631578947363,-9.999999999999998,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-ADAE1EF74FA083EE-COMP-EXP-002,SR-BL-ADAE1EF74FA083EE-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620,EP-HOSP-001-DEPT-ADM-kpi_002-20260620,kpi_002,21.052631578947366,16.842105263157894,-4.210526315789473,-19.999999999999996,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-ADAE1EF74FA083EE-COMP-HIGH-002,SR-BL-ADAE1EF74FA083EE-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620,EP-HOSP-001-DEPT-ADM-kpi_002-20260620,kpi_002,21.052631578947366,13.68421052631579,-7.368421052631577,-34.99999999999999,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-E3505E2589029466-COMP-BASE-002,SR-BL-E3505E2589029466-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624,EP-HOSP-001-DEPT-ADM-kpi_002-20260624,kpi_002,24.0,24.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-E3505E2589029466-COMP-CONS-002,SR-BL-E3505E2589029466-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624,EP-HOSP-001-DEPT-ADM-kpi_002-20260624,kpi_002,24.0,21.6,-2.3999999999999986,-9.999999999999993,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-E3505E2589029466-COMP-EXP-002,SR-BL-E3505E2589029466-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624,EP-HOSP-001-DEPT-ADM-kpi_002-20260624,kpi_002,24.0,19.200000000000003,-4.799999999999997,-19.999999999999986,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-E3505E2589029466-COMP-HIGH-002,SR-BL-E3505E2589029466-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624,EP-HOSP-001-DEPT-ADM-kpi_002-20260624,kpi_002,24.0,15.600000000000001,-8.399999999999999,-34.99999999999999,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-2F5F5104E962C6F3-COMP-BASE-002,SR-BL-2F5F5104E962C6F3-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,EP-HOSP-001-DEPT-ADM-kpi_002-20260710,kpi_002,19.047619047619047,19.047619047619047,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-2F5F5104E962C6F3-COMP-CONS-002,SR-BL-2F5F5104E962C6F3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,EP-HOSP-001-DEPT-ADM-kpi_002-20260710,kpi_002,19.047619047619047,17.142857142857142,-1.904761904761905,-10.000000000000002,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-2F5F5104E962C6F3-COMP-EXP-002,SR-BL-2F5F5104E962C6F3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,EP-HOSP-001-DEPT-ADM-kpi_002-20260710,kpi_002,19.047619047619047,15.238095238095239,-3.8095238095238084,-19.999999999999996,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-2F5F5104E962C6F3-COMP-HIGH-002,SR-BL-2F5F5104E962C6F3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,EP-HOSP-001-DEPT-ADM-kpi_002-20260710,kpi_002,19.047619047619047,12.380952380952381,-6.666666666666666,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-3A72FD4CECA46A41-COMP-BASE-002,SR-BL-3A72FD4CECA46A41-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,EP-HOSP-001-DEPT-ADM-kpi_002-20260716,kpi_002,23.52941176470588,23.52941176470588,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-3A72FD4CECA46A41-COMP-CONS-002,SR-BL-3A72FD4CECA46A41-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,EP-HOSP-001-DEPT-ADM-kpi_002-20260716,kpi_002,23.52941176470588,21.176470588235293,-2.352941176470587,-9.999999999999995,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-3A72FD4CECA46A41-COMP-EXP-002,SR-BL-3A72FD4CECA46A41-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,EP-HOSP-001-DEPT-ADM-kpi_002-20260716,kpi_002,23.52941176470588,18.823529411764707,-4.705882352941174,-19.99999999999999,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-3A72FD4CECA46A41-COMP-HIGH-002,SR-BL-3A72FD4CECA46A41-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,EP-HOSP-001-DEPT-ADM-kpi_002-20260716,kpi_002,23.52941176470588,15.294117647058822,-8.235294117647058,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-179518439057D4D5-COMP-BASE-002,SR-BL-179518439057D4D5-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,EP-HOSP-001-DEPT-ADM-kpi_002-20260814,kpi_002,21.052631578947366,21.052631578947366,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-179518439057D4D5-COMP-CONS-002,SR-BL-179518439057D4D5-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,EP-HOSP-001-DEPT-ADM-kpi_002-20260814,kpi_002,21.052631578947366,18.94736842105263,-2.1052631578947363,-9.999999999999998,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-179518439057D4D5-COMP-EXP-002,SR-BL-179518439057D4D5-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,EP-HOSP-001-DEPT-ADM-kpi_002-20260814,kpi_002,21.052631578947366,16.842105263157894,-4.210526315789473,-19.999999999999996,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-179518439057D4D5-COMP-HIGH-002,SR-BL-179518439057D4D5-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,EP-HOSP-001-DEPT-ADM-kpi_002-20260814,kpi_002,21.052631578947366,13.68421052631579,-7.368421052631577,-34.99999999999999,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-103F6D1B92094997-COMP-BASE-002,SR-BL-103F6D1B92094997-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,EP-HOSP-001-DEPT-ADM-kpi_002-20260925,kpi_002,20.0,20.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-103F6D1B92094997-COMP-CONS-002,SR-BL-103F6D1B92094997-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,EP-HOSP-001-DEPT-ADM-kpi_002-20260925,kpi_002,20.0,18.0,-2.0,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-103F6D1B92094997-COMP-EXP-002,SR-BL-103F6D1B92094997-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,EP-HOSP-001-DEPT-ADM-kpi_002-20260925,kpi_002,20.0,16.0,-4.0,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-103F6D1B92094997-COMP-HIGH-002,SR-BL-103F6D1B92094997-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,EP-HOSP-001-DEPT-ADM-kpi_002-20260925,kpi_002,20.0,13.0,-7.0,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-84D32F194E6CE43C-COMP-BASE-002,SR-BL-84D32F194E6CE43C-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,EP-HOSP-001-DEPT-ADM-kpi_002-20261019,kpi_002,18.181818181818183,18.181818181818183,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-84D32F194E6CE43C-COMP-CONS-002,SR-BL-84D32F194E6CE43C-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,EP-HOSP-001-DEPT-ADM-kpi_002-20261019,kpi_002,18.181818181818183,16.363636363636367,-1.8181818181818166,-9.999999999999991,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-84D32F194E6CE43C-COMP-EXP-002,SR-BL-84D32F194E6CE43C-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,EP-HOSP-001-DEPT-ADM-kpi_002-20261019,kpi_002,18.181818181818183,14.545454545454547,-3.6363636363636367,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-84D32F194E6CE43C-COMP-HIGH-002,SR-BL-84D32F194E6CE43C-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,EP-HOSP-001-DEPT-ADM-kpi_002-20261019,kpi_002,18.181818181818183,11.81818181818182,-6.363636363636363,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-D785075A60A5E4A9-COMP-BASE-002,SR-BL-D785075A60A5E4A9-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,EP-HOSP-001-DEPT-ADM-kpi_002-20261102,kpi_002,20.0,20.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-D785075A60A5E4A9-COMP-CONS-002,SR-BL-D785075A60A5E4A9-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,EP-HOSP-001-DEPT-ADM-kpi_002-20261102,kpi_002,20.0,18.0,-2.0,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-D785075A60A5E4A9-COMP-EXP-002,SR-BL-D785075A60A5E4A9-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,EP-HOSP-001-DEPT-ADM-kpi_002-20261102,kpi_002,20.0,16.0,-4.0,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-D785075A60A5E4A9-COMP-HIGH-002,SR-BL-D785075A60A5E4A9-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,EP-HOSP-001-DEPT-ADM-kpi_002-20261102,kpi_002,20.0,13.0,-7.0,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-1FD49D3201156F7A-COMP-BASE-002,SR-BL-1FD49D3201156F7A-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,EP-HOSP-001-DEPT-ADM-kpi_002-20261114,kpi_002,19.047619047619047,19.047619047619047,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-1FD49D3201156F7A-COMP-CONS-002,SR-BL-1FD49D3201156F7A-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,EP-HOSP-001-DEPT-ADM-kpi_002-20261114,kpi_002,19.047619047619047,17.142857142857142,-1.904761904761905,-10.000000000000002,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-1FD49D3201156F7A-COMP-EXP-002,SR-BL-1FD49D3201156F7A-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,EP-HOSP-001-DEPT-ADM-kpi_002-20261114,kpi_002,19.047619047619047,15.238095238095239,-3.8095238095238084,-19.999999999999996,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-1FD49D3201156F7A-COMP-HIGH-002,SR-BL-1FD49D3201156F7A-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,EP-HOSP-001-DEPT-ADM-kpi_002-20261114,kpi_002,19.047619047619047,12.380952380952381,-6.666666666666666,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-8FAD0E9D25DFF2C7-COMP-BASE-002,SR-BL-8FAD0E9D25DFF2C7-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,EP-HOSP-001-DEPT-ADM-kpi_002-20261121,kpi_002,16.666666666666664,16.666666666666664,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-8FAD0E9D25DFF2C7-COMP-CONS-002,SR-BL-8FAD0E9D25DFF2C7-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,EP-HOSP-001-DEPT-ADM-kpi_002-20261121,kpi_002,16.666666666666664,14.999999999999998,-1.666666666666666,-9.999999999999998,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-8FAD0E9D25DFF2C7-COMP-EXP-002,SR-BL-8FAD0E9D25DFF2C7-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,EP-HOSP-001-DEPT-ADM-kpi_002-20261121,kpi_002,16.666666666666664,13.333333333333332,-3.333333333333332,-19.999999999999996,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
