watch_record_id,integration_record_id,hospital_id,department_id,reporting_date,kpi_id,trend_direction,operational_trend_interpretation,trend_confidence,sustained_movement_flag,statistical_signal_flag,source_trend_record_id,engine_run_id,processed_at
WCH-CDD95CFBAA7C45B3,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260324,HOSP-001,DEPT-ADM,2026-03-24,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260324-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F98EA85193294842,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260325,HOSP-001,DEPT-ADM,2026-03-25,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260325-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CA6567C51E584C71,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260326,HOSP-001,DEPT-ADM,2026-03-26,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260326-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-68CB23BA9A714368,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260327,HOSP-001,DEPT-ADM,2026-03-27,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260327-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-7E8A3B1BDF70418C,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260328,HOSP-001,DEPT-ADM,2026-03-28,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260328-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CD66A056F11A4EAD,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260329,HOSP-001,DEPT-ADM,2026-03-29,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260329-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-695A6153343246F6,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260330,HOSP-001,DEPT-ADM,2026-03-30,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260330-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E815372C81414FB0,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260331,HOSP-001,DEPT-ADM,2026-03-31,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260331-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-BF08867F80CC4153,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260401,HOSP-001,DEPT-ADM,2026-04-01,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260401-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-AE8E97D366014B9C,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260402,HOSP-001,DEPT-ADM,2026-04-02,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260402-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6C3AFC0D6DB9421E,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260403,HOSP-001,DEPT-ADM,2026-04-03,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260403-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-76A163EF62C349AF,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260404,HOSP-001,DEPT-ADM,2026-04-04,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260404-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-26C62D801C5E4BD2,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260405,HOSP-001,DEPT-ADM,2026-04-05,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260405-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-04BC7E586ACD44AE,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260406,HOSP-001,DEPT-ADM,2026-04-06,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260406-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D8C42512E41F47A0,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260407,HOSP-001,DEPT-ADM,2026-04-07,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260407-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EC3B53755A4943A7,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260408,HOSP-001,DEPT-ADM,2026-04-08,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260408-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-723BBF874783418D,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260409,HOSP-001,DEPT-ADM,2026-04-09,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260409-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-B4BF2AEDCC8E487B,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260410,HOSP-001,DEPT-ADM,2026-04-10,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260410-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0F4C3007FD03465F,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260411,HOSP-001,DEPT-ADM,2026-04-11,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260411-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C518C447163846EC,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260412,HOSP-001,DEPT-ADM,2026-04-12,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260412-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0D9B5AD3AC5348EA,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260413,HOSP-001,DEPT-ADM,2026-04-13,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260413-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9A0C5E6361354E62,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260414,HOSP-001,DEPT-ADM,2026-04-14,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260414-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E7B32CE6F55440D7,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260415,HOSP-001,DEPT-ADM,2026-04-15,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260415-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4EBB735623244E04,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260416,HOSP-001,DEPT-ADM,2026-04-16,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260416-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9259E4E8DF4E45EB,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260417,HOSP-001,DEPT-ADM,2026-04-17,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260417-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-30E8EA14A92C4B0E,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260418,HOSP-001,DEPT-ADM,2026-04-18,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260418-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5333CB1472514109,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260419,HOSP-001,DEPT-ADM,2026-04-19,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260419-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-BBB6DE08F9034FF3,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260420,HOSP-001,DEPT-ADM,2026-04-20,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260420-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6E95B34FC9AD4DEF,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260421,HOSP-001,DEPT-ADM,2026-04-21,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260421-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-FB57470BF20E4BCB,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260422,HOSP-001,DEPT-ADM,2026-04-22,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260422-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CCCD2A65360C4BAE,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260423,HOSP-001,DEPT-ADM,2026-04-23,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260423-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4E8B70335643467F,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260424,HOSP-001,DEPT-ADM,2026-04-24,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260424-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-DF39C8A727284E93,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260425,HOSP-001,DEPT-ADM,2026-04-25,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260425-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-DABEE421F67C4AD3,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260426,HOSP-001,DEPT-ADM,2026-04-26,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260426-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-71E6A469F9F44A81,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260427,HOSP-001,DEPT-ADM,2026-04-27,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260427-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-791F5211381940DD,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260428,HOSP-001,DEPT-ADM,2026-04-28,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260428-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-54FCB6FD895E41CB,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260429,HOSP-001,DEPT-ADM,2026-04-29,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260429-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-63382E0190AA49D1,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260430,HOSP-001,DEPT-ADM,2026-04-30,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260430-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-FDED2344852142A0,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260501,HOSP-001,DEPT-ADM,2026-05-01,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260501-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5A7CA827C7A54279,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260502,HOSP-001,DEPT-ADM,2026-05-02,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260502-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C7BA82789655425F,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260503,HOSP-001,DEPT-ADM,2026-05-03,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260503-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9DA6ABC9996248E4,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260504,HOSP-001,DEPT-ADM,2026-05-04,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260504-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1F7B3D02E772441A,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260505,HOSP-001,DEPT-ADM,2026-05-05,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260505-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CC756F27450342FD,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260506,HOSP-001,DEPT-ADM,2026-05-06,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260506-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9FDE52F4886E4811,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260507,HOSP-001,DEPT-ADM,2026-05-07,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260507-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1B0730785A724681,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260508,HOSP-001,DEPT-ADM,2026-05-08,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260508-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-FFDDD88AB164435B,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260509,HOSP-001,DEPT-ADM,2026-05-09,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260509-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-86307240C3954B04,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260510,HOSP-001,DEPT-ADM,2026-05-10,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260510-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5FB2323B68C44E1A,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260511,HOSP-001,DEPT-ADM,2026-05-11,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260511-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4849317162F745BB,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260512,HOSP-001,DEPT-ADM,2026-05-12,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260512-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CE445B9F980C4BB2,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260513,HOSP-001,DEPT-ADM,2026-05-13,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260513-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9BB48898F2E14D03,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260514,HOSP-001,DEPT-ADM,2026-05-14,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260514-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-70976441E7174658,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260515,HOSP-001,DEPT-ADM,2026-05-15,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260515-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-DD200DA90C4B437F,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260516,HOSP-001,DEPT-ADM,2026-05-16,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260516-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-FA81BC8DF42D4FBF,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260517,HOSP-001,DEPT-ADM,2026-05-17,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260517-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C363652F2B374FA9,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260518,HOSP-001,DEPT-ADM,2026-05-18,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260518-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F55D78EFD3FC425C,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260519,HOSP-001,DEPT-ADM,2026-05-19,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260519-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6C4AD148810F4AF2,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260520,HOSP-001,DEPT-ADM,2026-05-20,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260520-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0F4C969969054FCC,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260521,HOSP-001,DEPT-ADM,2026-05-21,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260521-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-10DE09F2A78F4AA7,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260522,HOSP-001,DEPT-ADM,2026-05-22,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260522-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-908C1D61B96543EC,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260523,HOSP-001,DEPT-ADM,2026-05-23,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260523-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C01FB33548614917,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260524,HOSP-001,DEPT-ADM,2026-05-24,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260524-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3932285CBA854827,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260525,HOSP-001,DEPT-ADM,2026-05-25,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260525-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1F61B817BB9C4A9E,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260526,HOSP-001,DEPT-ADM,2026-05-26,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260526-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-27848CE4D224437B,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260527,HOSP-001,DEPT-ADM,2026-05-27,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260527-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A67A49EAA37B4C99,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260528,HOSP-001,DEPT-ADM,2026-05-28,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260528-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-71F3E4A0E8AF4108,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260529,HOSP-001,DEPT-ADM,2026-05-29,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260529-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CEE364F938484D55,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260530,HOSP-001,DEPT-ADM,2026-05-30,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260530-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-57E01136CDB54965,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260531,HOSP-001,DEPT-ADM,2026-05-31,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260531-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6FA31C73B2444DE1,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260601,HOSP-001,DEPT-ADM,2026-06-01,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260601-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9E6F6439A7044A0C,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260602,HOSP-001,DEPT-ADM,2026-06-02,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260602-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9E77052AF0164C1F,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260603,HOSP-001,DEPT-ADM,2026-06-03,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260603-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8844BF0FE48D4DDD,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260604,HOSP-001,DEPT-ADM,2026-06-04,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260604-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1C9A14ECD4EB45A8,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260605,HOSP-001,DEPT-ADM,2026-06-05,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260605-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F1FD514847474F1F,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260606,HOSP-001,DEPT-ADM,2026-06-06,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260606-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9A34EE0399144830,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260607,HOSP-001,DEPT-ADM,2026-06-07,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260607-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6C2B57D42FD04171,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260608,HOSP-001,DEPT-ADM,2026-06-08,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260608-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5E57100366D84AC7,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260609,HOSP-001,DEPT-ADM,2026-06-09,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260609-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-FCBD7AF4A29140E5,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260610,HOSP-001,DEPT-ADM,2026-06-10,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260610-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E2F9F44F2D3E4C50,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260611,HOSP-001,DEPT-ADM,2026-06-11,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260611-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-31FB71437616436D,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260612,HOSP-001,DEPT-ADM,2026-06-12,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-ADM-20260612-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
