diminishing_return_id,approval_package_id,scenario_template_id,diminishing_return_classification,diminishing_return_rationale,incremental_effect_ratios_json
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 14.285714285714292, ""intensity_step"": 1, ""incremental_effect_ratio"": 14.285714285714292}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 7.142857142857139, ""intensity_step"": 1, ""incremental_effect_ratio"": 7.142857142857139}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 14.4578313253012, ""intensity_step"": 1, ""incremental_effect_ratio"": 14.4578313253012}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 2.409638554216869, ""intensity_step"": 1, ""incremental_effect_ratio"": 2.409638554216869}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 15.384615384615373, ""intensity_step"": 1, ""incremental_effect_ratio"": 15.384615384615373}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 7.692307692307693, ""intensity_step"": 1, ""incremental_effect_ratio"": 7.692307692307693}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 17.391304347826093, ""intensity_step"": 1, ""incremental_effect_ratio"": 17.391304347826093}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 4.347826086956516, ""intensity_step"": 1, ""incremental_effect_ratio"": 4.347826086956516}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 16.666666666666657, ""intensity_step"": 1, ""incremental_effect_ratio"": 16.666666666666657}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 8.333333333333343, ""intensity_step"": 1, ""incremental_effect_ratio"": 8.333333333333343}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 15.384615384615373, ""intensity_step"": 1, ""incremental_effect_ratio"": 15.384615384615373}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 7.692307692307693, ""intensity_step"": 1, ""incremental_effect_ratio"": 7.692307692307693}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 15.384615384615373, ""intensity_step"": 1, ""incremental_effect_ratio"": 15.384615384615373}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 7.692307692307693, ""intensity_step"": 1, ""incremental_effect_ratio"": 7.692307692307693}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 14.285714285714292, ""intensity_step"": 1, ""incremental_effect_ratio"": 14.285714285714292}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 7.142857142857139, ""intensity_step"": 1, ""incremental_effect_ratio"": 7.142857142857139}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 16.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 16.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 6.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 6.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 25.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 25.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 13.333333333333343, ""intensity_step"": 1, ""incremental_effect_ratio"": 13.333333333333343}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 13.333333333333329, ""intensity_step"": 1, ""incremental_effect_ratio"": 13.333333333333329}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 15.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 15.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 5.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 5.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 15.384615384615387, ""intensity_step"": 1, ""incremental_effect_ratio"": 15.384615384615387}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 5.128205128205124, ""intensity_step"": 1, ""incremental_effect_ratio"": 5.128205128205124}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 18.181818181818194, ""intensity_step"": 1, ""incremental_effect_ratio"": 18.181818181818194}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 27.272727272727266, ""intensity_step"": 1, ""incremental_effect_ratio"": 27.272727272727266}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 18.181818181818173, ""intensity_step"": 1, ""incremental_effect_ratio"": 18.181818181818173}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 9.090909090909093, ""intensity_step"": 1, ""incremental_effect_ratio"": 9.090909090909093}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 16.176470588235304, ""intensity_step"": 1, ""incremental_effect_ratio"": 16.176470588235304}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 1.470588235294116, ""intensity_step"": 1, ""incremental_effect_ratio"": 1.470588235294116}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 14.285714285714292, ""intensity_step"": 1, ""incremental_effect_ratio"": 14.285714285714292}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 7.142857142857139, ""intensity_step"": 1, ""incremental_effect_ratio"": 7.142857142857139}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 18.181818181818173, ""intensity_step"": 1, ""incremental_effect_ratio"": 18.181818181818173}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 16.129032258064512, ""intensity_step"": 1, ""incremental_effect_ratio"": 16.129032258064512}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 3.225806451612911, ""intensity_step"": 1, ""incremental_effect_ratio"": 3.225806451612911}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -9.999999999999998, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999998}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -9.999999999999998, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999998}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.000000000000004, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.000000000000004}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -14.999999999999993, ""intensity_step"": 1, ""incremental_effect_ratio"": -14.999999999999993}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -9.999999999999993, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999993}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -9.999999999999993, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999993}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.000000000000007, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.000000000000007}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -9.999999999999993, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999993}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.000000000000007, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.000000000000007}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -14.999999999999993, ""intensity_step"": 1, ""incremental_effect_ratio"": -14.999999999999993}]"
DR-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -9.999999999999996, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999996}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -9.999999999999996, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999996}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.000000000000007, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.000000000000007}]"
