evidence_id,scenario_run_id,evidence_type,source_type,source_id,source_file,link_type,recorded_at,metadata_json
EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-REC-3,SR-BL-3048F5335B1741BC-COMP-EXP-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260330,,Contributed To,2026-07-28T14:58:57.765818,{}
EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-REC-4,SR-BL-3048F5335B1741BC-COMP-EXP-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260331,,Contributed To,2026-07-28T14:58:57.765821,{}
EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-REC-5,SR-BL-3048F5335B1741BC-COMP-EXP-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260401,,Contributed To,2026-07-28T14:58:57.765825,{}
EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-RECID-6,SR-BL-3048F5335B1741BC-COMP-EXP-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260328-OPT1,,Approved By,2026-07-28T14:58:57.765828,{}
EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-RECID-7,SR-BL-3048F5335B1741BC-COMP-EXP-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260329-OPT1,,Approved By,2026-07-28T14:58:57.765832,{}
EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-RECID-8,SR-BL-3048F5335B1741BC-COMP-EXP-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260401-OPT1,,Approved By,2026-07-28T14:58:57.765835,{}
EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-COMP-9,SR-BL-3048F5335B1741BC-COMP-EXP-001,Comparator Configuration,Comparator Config,COMP-EXP-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.765839,{}
EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-PKG-10,SR-BL-3048F5335B1741BC-COMP-EXP-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260328,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.765843,{}
EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-EP-11,SR-BL-3048F5335B1741BC-COMP-EXP-001,Episode,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260328,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.765846,{}
EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-BASE-0,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.769590,{}
EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-1,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260328,,Contributed To,2026-07-28T14:58:57.769595,{}
EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-2,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260329,,Contributed To,2026-07-28T14:58:57.769599,{}
EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-3,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260330,,Contributed To,2026-07-28T14:58:57.769602,{}
EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-4,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260331,,Contributed To,2026-07-28T14:58:57.769606,{}
EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-5,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260401,,Contributed To,2026-07-28T14:58:57.769609,{}
EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-RECID-6,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260328-OPT1,,Approved By,2026-07-28T14:58:57.769612,{}
EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-RECID-7,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260329-OPT1,,Approved By,2026-07-28T14:58:57.769616,{}
EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-RECID-8,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260401-OPT1,,Approved By,2026-07-28T14:58:57.769619,{}
EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-COMP-9,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Comparator Configuration,Comparator Config,COMP-HIGH-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.769622,{}
EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-PKG-10,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260328,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.769626,{}
EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-EP-11,SR-BL-3048F5335B1741BC-COMP-HIGH-001,Episode,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260328,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.769630,{}
EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-BASE-0,SR-BL-EB935D17ADFCF500-COMP-BASE-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.776302,{}
EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-REC-1,SR-BL-EB935D17ADFCF500-COMP-BASE-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260410,,Contributed To,2026-07-28T14:58:57.776312,{}
EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-RECID-2,SR-BL-EB935D17ADFCF500-COMP-BASE-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260410-OPT1,,Approved By,2026-07-28T14:58:57.776320,{}
EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-COMP-3,SR-BL-EB935D17ADFCF500-COMP-BASE-001,Comparator Configuration,Comparator Config,COMP-BASE-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.776327,{}
EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-PKG-4,SR-BL-EB935D17ADFCF500-COMP-BASE-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.776334,{}
EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-EP-5,SR-BL-EB935D17ADFCF500-COMP-BASE-001,Episode,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.776340,{}
EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-BASE-0,SR-BL-EB935D17ADFCF500-COMP-CONS-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.783191,{}
EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-REC-1,SR-BL-EB935D17ADFCF500-COMP-CONS-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260410,,Contributed To,2026-07-28T14:58:57.783198,{}
EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-RECID-2,SR-BL-EB935D17ADFCF500-COMP-CONS-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260410-OPT1,,Approved By,2026-07-28T14:58:57.783202,{}
EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-COMP-3,SR-BL-EB935D17ADFCF500-COMP-CONS-001,Comparator Configuration,Comparator Config,COMP-CONS-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.783207,{}
EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-PKG-4,SR-BL-EB935D17ADFCF500-COMP-CONS-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.783211,{}
EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-EP-5,SR-BL-EB935D17ADFCF500-COMP-CONS-001,Episode,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.783215,{}
EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-BASE-0,SR-BL-EB935D17ADFCF500-COMP-EXP-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.787290,{}
EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-REC-1,SR-BL-EB935D17ADFCF500-COMP-EXP-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260410,,Contributed To,2026-07-28T14:58:57.787297,{}
EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-RECID-2,SR-BL-EB935D17ADFCF500-COMP-EXP-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260410-OPT1,,Approved By,2026-07-28T14:58:57.787301,{}
EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-COMP-3,SR-BL-EB935D17ADFCF500-COMP-EXP-001,Comparator Configuration,Comparator Config,COMP-EXP-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.787305,{}
EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-PKG-4,SR-BL-EB935D17ADFCF500-COMP-EXP-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.787309,{}
EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-EP-5,SR-BL-EB935D17ADFCF500-COMP-EXP-001,Episode,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.787313,{}
EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-BASE-0,SR-BL-EB935D17ADFCF500-COMP-HIGH-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.791502,{}
EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-REC-1,SR-BL-EB935D17ADFCF500-COMP-HIGH-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260410,,Contributed To,2026-07-28T14:58:57.791512,{}
EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-RECID-2,SR-BL-EB935D17ADFCF500-COMP-HIGH-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260410-OPT1,,Approved By,2026-07-28T14:58:57.791520,{}
EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-COMP-3,SR-BL-EB935D17ADFCF500-COMP-HIGH-001,Comparator Configuration,Comparator Config,COMP-HIGH-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.791528,{}
EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-PKG-4,SR-BL-EB935D17ADFCF500-COMP-HIGH-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.791535,{}
EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-EP-5,SR-BL-EB935D17ADFCF500-COMP-HIGH-001,Episode,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.791542,{}
EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-BASE-0,SR-BL-24E8132F23E980FC-COMP-BASE-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.801619,{}
EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-REC-1,SR-BL-24E8132F23E980FC-COMP-BASE-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260420,,Contributed To,2026-07-28T14:58:57.801626,{}
EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-RECID-2,SR-BL-24E8132F23E980FC-COMP-BASE-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260420-OPT1,,Approved By,2026-07-28T14:58:57.801631,{}
EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-COMP-3,SR-BL-24E8132F23E980FC-COMP-BASE-001,Comparator Configuration,Comparator Config,COMP-BASE-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.801635,{}
EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-PKG-4,SR-BL-24E8132F23E980FC-COMP-BASE-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.801639,{}
EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-EP-5,SR-BL-24E8132F23E980FC-COMP-BASE-001,Episode,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.801643,{}
EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-BASE-0,SR-BL-24E8132F23E980FC-COMP-CONS-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.805284,{}
EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-REC-1,SR-BL-24E8132F23E980FC-COMP-CONS-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260420,,Contributed To,2026-07-28T14:58:57.805289,{}
EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-RECID-2,SR-BL-24E8132F23E980FC-COMP-CONS-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260420-OPT1,,Approved By,2026-07-28T14:58:57.805293,{}
EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-COMP-3,SR-BL-24E8132F23E980FC-COMP-CONS-001,Comparator Configuration,Comparator Config,COMP-CONS-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.805297,{}
EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-PKG-4,SR-BL-24E8132F23E980FC-COMP-CONS-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.805301,{}
EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-EP-5,SR-BL-24E8132F23E980FC-COMP-CONS-001,Episode,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.805305,{}
EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-BASE-0,SR-BL-24E8132F23E980FC-COMP-EXP-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.809514,{}
EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-REC-1,SR-BL-24E8132F23E980FC-COMP-EXP-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260420,,Contributed To,2026-07-28T14:58:57.809531,{}
EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-RECID-2,SR-BL-24E8132F23E980FC-COMP-EXP-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260420-OPT1,,Approved By,2026-07-28T14:58:57.809540,{}
EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-COMP-3,SR-BL-24E8132F23E980FC-COMP-EXP-001,Comparator Configuration,Comparator Config,COMP-EXP-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.809550,{}
EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-PKG-4,SR-BL-24E8132F23E980FC-COMP-EXP-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.809557,{}
EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-EP-5,SR-BL-24E8132F23E980FC-COMP-EXP-001,Episode,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.809564,{}
EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-BASE-0,SR-BL-24E8132F23E980FC-COMP-HIGH-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.814950,{}
EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-REC-1,SR-BL-24E8132F23E980FC-COMP-HIGH-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260420,,Contributed To,2026-07-28T14:58:57.814956,{}
EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-RECID-2,SR-BL-24E8132F23E980FC-COMP-HIGH-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260420-OPT1,,Approved By,2026-07-28T14:58:57.814960,{}
EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-COMP-3,SR-BL-24E8132F23E980FC-COMP-HIGH-001,Comparator Configuration,Comparator Config,COMP-HIGH-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.814965,{}
EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-PKG-4,SR-BL-24E8132F23E980FC-COMP-HIGH-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.814969,{}
EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-EP-5,SR-BL-24E8132F23E980FC-COMP-HIGH-001,Episode,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.814972,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-BASE-0,SR-BL-1A12AF7C3E39DADF-COMP-BASE-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.821712,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-REC-1,SR-BL-1A12AF7C3E39DADF-COMP-BASE-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260506,,Contributed To,2026-07-28T14:58:57.821718,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-RECID-2,SR-BL-1A12AF7C3E39DADF-COMP-BASE-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260506-OPT1,,Approved By,2026-07-28T14:58:57.821722,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-COMP-3,SR-BL-1A12AF7C3E39DADF-COMP-BASE-001,Comparator Configuration,Comparator Config,COMP-BASE-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.821726,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-PKG-4,SR-BL-1A12AF7C3E39DADF-COMP-BASE-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.821730,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-EP-5,SR-BL-1A12AF7C3E39DADF-COMP-BASE-001,Episode,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.821733,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-BASE-0,SR-BL-1A12AF7C3E39DADF-COMP-CONS-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.825524,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-REC-1,SR-BL-1A12AF7C3E39DADF-COMP-CONS-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260506,,Contributed To,2026-07-28T14:58:57.825529,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-RECID-2,SR-BL-1A12AF7C3E39DADF-COMP-CONS-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260506-OPT1,,Approved By,2026-07-28T14:58:57.825534,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-COMP-3,SR-BL-1A12AF7C3E39DADF-COMP-CONS-001,Comparator Configuration,Comparator Config,COMP-CONS-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.825538,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-PKG-4,SR-BL-1A12AF7C3E39DADF-COMP-CONS-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.825542,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-EP-5,SR-BL-1A12AF7C3E39DADF-COMP-CONS-001,Episode,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.825545,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-BASE-0,SR-BL-1A12AF7C3E39DADF-COMP-EXP-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.830314,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-REC-1,SR-BL-1A12AF7C3E39DADF-COMP-EXP-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260506,,Contributed To,2026-07-28T14:58:57.830319,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-RECID-2,SR-BL-1A12AF7C3E39DADF-COMP-EXP-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260506-OPT1,,Approved By,2026-07-28T14:58:57.830324,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-COMP-3,SR-BL-1A12AF7C3E39DADF-COMP-EXP-001,Comparator Configuration,Comparator Config,COMP-EXP-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.830328,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-PKG-4,SR-BL-1A12AF7C3E39DADF-COMP-EXP-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.830331,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-EP-5,SR-BL-1A12AF7C3E39DADF-COMP-EXP-001,Episode,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.830335,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-BASE-0,SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.834155,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-REC-1,SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260506,,Contributed To,2026-07-28T14:58:57.834161,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-RECID-2,SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260506-OPT1,,Approved By,2026-07-28T14:58:57.834166,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-COMP-3,SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001,Comparator Configuration,Comparator Config,COMP-HIGH-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.834170,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-PKG-4,SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.834173,{}
EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-EP-5,SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001,Episode,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.834177,{}
EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-BASE-0,SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:58:57.840848,{}
EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-REC-1,SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-ADM-20260602,,Contributed To,2026-07-28T14:58:57.840854,{}
EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-RECID-2,SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001,Recommendation,Recommendation,REC-CASE-DEPT-ADM-20260602-OPT1,,Approved By,2026-07-28T14:58:57.840859,{}
EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-COMP-3,SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001,Comparator Configuration,Comparator Config,COMP-BASE-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:57.840863,{}
EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-PKG-4,SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:57.840867,{}
EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-EP-5,SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001,Episode,Episode,EP-HOSP-001-DEPT-ADM-kpi_001-20260602,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:57.840870,{}
