scenario_run_id,approval_package_id,episode_id,comparator_id,comparator_type,scenario_template_id,baseline_id,primary_kpi_id,assumption_version,assumption_set_id,baseline_source,evidence_id,lineage_id,overall_validation_status,governance_warning,closure_status
SR-BL-F7B5D619087F6EBD-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,COMP-EXP-001,Expected,SCEN-STAFF-001,BL-F7B5D619087F6EBD,kpi_001,,staffing-default,BL-F7B5D619087F6EBD,EV-SR-BL-F7B5D619087F6EBD-COMP-EXP-001-BASE-0;EV-SR-BL-F7B5D619087F6EBD-COMP-EXP-001-REC-1;EV-SR-BL-F7B5D619087F6EBD-COMP-EXP-001-RECID-2;EV-SR-BL-F7B5D619087F6EBD-COMP-EXP-001-COMP-3;EV-SR-BL-F7B5D619087F6EBD-COMP-EXP-001-PKG-4;EV-SR-BL-F7B5D619087F6EBD-COMP-EXP-001-EP-5,LIN-EV-SR-BL-F7B5D619087F6EBD-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-F7B5D619087F6EBD-COMP-EXP-001-REC-1;LIN-EV-SR-BL-F7B5D619087F6EBD-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-F7B5D619087F6EBD-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-F7B5D619087F6EBD-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-F7B5D619087F6EBD-COMP-EXP-001-EP-5,,Staffing coverage capped at 100.0%.,Closed — Requires Revision
SR-BL-F7B5D619087F6EBD-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,COMP-HIGH-001,Higher Intensity,SCEN-STAFF-001,BL-F7B5D619087F6EBD,kpi_001,,staffing-default,BL-F7B5D619087F6EBD,EV-SR-BL-F7B5D619087F6EBD-COMP-HIGH-001-BASE-0;EV-SR-BL-F7B5D619087F6EBD-COMP-HIGH-001-REC-1;EV-SR-BL-F7B5D619087F6EBD-COMP-HIGH-001-RECID-2;EV-SR-BL-F7B5D619087F6EBD-COMP-HIGH-001-COMP-3;EV-SR-BL-F7B5D619087F6EBD-COMP-HIGH-001-PKG-4;EV-SR-BL-F7B5D619087F6EBD-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-F7B5D619087F6EBD-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-F7B5D619087F6EBD-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-F7B5D619087F6EBD-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-F7B5D619087F6EBD-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-F7B5D619087F6EBD-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-F7B5D619087F6EBD-COMP-HIGH-001-EP-5,,Staffing coverage capped at 100.0%.,Closed — Requires Revision
SR-BL-80AEB8E2DFFD8693-,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,-BLOCKED,Baseline,,BL-80AEB8E2DFFD8693,kpi_001,,,BL-80AEB8E2DFFD8693,,,,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-E420CFBCB020DE61-,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,-BLOCKED,Baseline,,BL-E420CFBCB020DE61,kpi_001,,,BL-E420CFBCB020DE61,,,,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,COMP-BASE-001,Baseline,SCEN-STAFF-001,BL-D5B12F1E9C4A93D9,kpi_001,,staffing-default,BL-D5B12F1E9C4A93D9,EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-BASE-0;EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-REC-1;EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-REC-2;EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-REC-3;EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-REC-4;EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-REC-5;EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-RECID-6;EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-RECID-7;EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-RECID-8;EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-COMP-9;EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-PKG-10;EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-EP-11,LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-REC-1;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-REC-2;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-REC-3;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-REC-4;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-REC-5;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-RECID-6;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-RECID-7;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-RECID-8;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-COMP-9;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-PKG-10;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001-EP-11,,,Closed — Requires Revision
SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,COMP-CONS-001,Conservative,SCEN-STAFF-001,BL-D5B12F1E9C4A93D9,kpi_001,,staffing-default,BL-D5B12F1E9C4A93D9,EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-BASE-0;EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-REC-1;EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-REC-2;EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-REC-3;EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-REC-4;EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-REC-5;EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-RECID-6;EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-RECID-7;EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-RECID-8;EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-COMP-9;EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-PKG-10;EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-EP-11,LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-REC-1;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-REC-2;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-REC-3;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-REC-4;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-REC-5;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-RECID-6;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-RECID-7;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-RECID-8;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-COMP-9;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-PKG-10;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-EP-11,,,Closed — Requires Revision
SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,COMP-EXP-001,Expected,SCEN-STAFF-001,BL-D5B12F1E9C4A93D9,kpi_001,,staffing-default,BL-D5B12F1E9C4A93D9,EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-BASE-0;EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-REC-1;EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-REC-2;EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-REC-3;EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-REC-4;EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-REC-5;EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-RECID-6;EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-RECID-7;EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-RECID-8;EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-COMP-9;EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-PKG-10;EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-EP-11,LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-REC-1;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-REC-2;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-REC-3;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-REC-4;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-REC-5;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-RECID-6;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-RECID-7;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-RECID-8;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-COMP-9;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-PKG-10;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-EP-11,,Staffing coverage capped at 100.0%.,Closed — Requires Revision
SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,COMP-HIGH-001,Higher Intensity,SCEN-STAFF-001,BL-D5B12F1E9C4A93D9,kpi_001,,staffing-default,BL-D5B12F1E9C4A93D9,EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-BASE-0;EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-REC-1;EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-REC-2;EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-REC-3;EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-REC-4;EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-REC-5;EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-RECID-6;EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-RECID-7;EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-RECID-8;EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-COMP-9;EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-PKG-10;EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-EP-11,LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-REC-2;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-REC-3;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-REC-4;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-REC-5;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-RECID-6;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-RECID-7;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-RECID-8;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-COMP-9;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-PKG-10;LIN-EV-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-EP-11,,Staffing coverage capped at 100.0%.,Closed — Requires Revision
SR-BL-4B6ABC65AC17BCD6-,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,-BLOCKED,Baseline,,BL-4B6ABC65AC17BCD6,kpi_001,,,BL-4B6ABC65AC17BCD6,,,,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-7F5CF279EB91C859-,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,-BLOCKED,Baseline,,BL-7F5CF279EB91C859,kpi_002,,,BL-7F5CF279EB91C859,,,,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-0258B09545055290-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,COMP-BASE-002,Baseline,SCEN-ABS-001,BL-0258B09545055290,kpi_002,,absenteeism-default,BL-0258B09545055290,EV-SR-BL-0258B09545055290-COMP-BASE-002-BASE-0;EV-SR-BL-0258B09545055290-COMP-BASE-002-REC-1;EV-SR-BL-0258B09545055290-COMP-BASE-002-RECID-2;EV-SR-BL-0258B09545055290-COMP-BASE-002-RECID-3;EV-SR-BL-0258B09545055290-COMP-BASE-002-COMP-4;EV-SR-BL-0258B09545055290-COMP-BASE-002-PKG-5;EV-SR-BL-0258B09545055290-COMP-BASE-002-EP-6,LIN-EV-SR-BL-0258B09545055290-COMP-BASE-002-BASE-0;LIN-EV-SR-BL-0258B09545055290-COMP-BASE-002-REC-1;LIN-EV-SR-BL-0258B09545055290-COMP-BASE-002-RECID-2;LIN-EV-SR-BL-0258B09545055290-COMP-BASE-002-RECID-3;LIN-EV-SR-BL-0258B09545055290-COMP-BASE-002-COMP-4;LIN-EV-SR-BL-0258B09545055290-COMP-BASE-002-PKG-5;LIN-EV-SR-BL-0258B09545055290-COMP-BASE-002-EP-6,,,Closed — Requires Revision
SR-BL-0258B09545055290-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,COMP-CONS-002,Conservative,SCEN-ABS-001,BL-0258B09545055290,kpi_002,,absenteeism-default,BL-0258B09545055290,EV-SR-BL-0258B09545055290-COMP-CONS-002-BASE-0;EV-SR-BL-0258B09545055290-COMP-CONS-002-REC-1;EV-SR-BL-0258B09545055290-COMP-CONS-002-RECID-2;EV-SR-BL-0258B09545055290-COMP-CONS-002-RECID-3;EV-SR-BL-0258B09545055290-COMP-CONS-002-COMP-4;EV-SR-BL-0258B09545055290-COMP-CONS-002-PKG-5;EV-SR-BL-0258B09545055290-COMP-CONS-002-EP-6,LIN-EV-SR-BL-0258B09545055290-COMP-CONS-002-BASE-0;LIN-EV-SR-BL-0258B09545055290-COMP-CONS-002-REC-1;LIN-EV-SR-BL-0258B09545055290-COMP-CONS-002-RECID-2;LIN-EV-SR-BL-0258B09545055290-COMP-CONS-002-RECID-3;LIN-EV-SR-BL-0258B09545055290-COMP-CONS-002-COMP-4;LIN-EV-SR-BL-0258B09545055290-COMP-CONS-002-PKG-5;LIN-EV-SR-BL-0258B09545055290-COMP-CONS-002-EP-6,,,Closed — Requires Revision
SR-BL-0258B09545055290-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,COMP-EXP-002,Expected,SCEN-ABS-001,BL-0258B09545055290,kpi_002,,absenteeism-default,BL-0258B09545055290,EV-SR-BL-0258B09545055290-COMP-EXP-002-BASE-0;EV-SR-BL-0258B09545055290-COMP-EXP-002-REC-1;EV-SR-BL-0258B09545055290-COMP-EXP-002-RECID-2;EV-SR-BL-0258B09545055290-COMP-EXP-002-RECID-3;EV-SR-BL-0258B09545055290-COMP-EXP-002-COMP-4;EV-SR-BL-0258B09545055290-COMP-EXP-002-PKG-5;EV-SR-BL-0258B09545055290-COMP-EXP-002-EP-6,LIN-EV-SR-BL-0258B09545055290-COMP-EXP-002-BASE-0;LIN-EV-SR-BL-0258B09545055290-COMP-EXP-002-REC-1;LIN-EV-SR-BL-0258B09545055290-COMP-EXP-002-RECID-2;LIN-EV-SR-BL-0258B09545055290-COMP-EXP-002-RECID-3;LIN-EV-SR-BL-0258B09545055290-COMP-EXP-002-COMP-4;LIN-EV-SR-BL-0258B09545055290-COMP-EXP-002-PKG-5;LIN-EV-SR-BL-0258B09545055290-COMP-EXP-002-EP-6,,,Closed — Requires Revision
SR-BL-0258B09545055290-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,COMP-HIGH-002,Higher Intensity,SCEN-ABS-001,BL-0258B09545055290,kpi_002,,absenteeism-default,BL-0258B09545055290,EV-SR-BL-0258B09545055290-COMP-HIGH-002-BASE-0;EV-SR-BL-0258B09545055290-COMP-HIGH-002-REC-1;EV-SR-BL-0258B09545055290-COMP-HIGH-002-RECID-2;EV-SR-BL-0258B09545055290-COMP-HIGH-002-RECID-3;EV-SR-BL-0258B09545055290-COMP-HIGH-002-COMP-4;EV-SR-BL-0258B09545055290-COMP-HIGH-002-PKG-5;EV-SR-BL-0258B09545055290-COMP-HIGH-002-EP-6,LIN-EV-SR-BL-0258B09545055290-COMP-HIGH-002-BASE-0;LIN-EV-SR-BL-0258B09545055290-COMP-HIGH-002-REC-1;LIN-EV-SR-BL-0258B09545055290-COMP-HIGH-002-RECID-2;LIN-EV-SR-BL-0258B09545055290-COMP-HIGH-002-RECID-3;LIN-EV-SR-BL-0258B09545055290-COMP-HIGH-002-COMP-4;LIN-EV-SR-BL-0258B09545055290-COMP-HIGH-002-PKG-5;LIN-EV-SR-BL-0258B09545055290-COMP-HIGH-002-EP-6,,,Closed — Requires Revision
SR-BL-CE7E7EB61A5684A3-,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,-BLOCKED,Baseline,,BL-CE7E7EB61A5684A3,kpi_002,,,BL-CE7E7EB61A5684A3,,,,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-D799C5DEC843F2FA-,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,-BLOCKED,Baseline,,BL-D799C5DEC843F2FA,kpi_002,,,BL-D799C5DEC843F2FA,,,,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-8CC358EFDC91E8CD-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,COMP-BASE-002,Baseline,SCEN-ABS-001,BL-8CC358EFDC91E8CD,kpi_002,,absenteeism-default,BL-8CC358EFDC91E8CD,EV-SR-BL-8CC358EFDC91E8CD-COMP-BASE-002-BASE-0;EV-SR-BL-8CC358EFDC91E8CD-COMP-BASE-002-REC-1;EV-SR-BL-8CC358EFDC91E8CD-COMP-BASE-002-RECID-2;EV-SR-BL-8CC358EFDC91E8CD-COMP-BASE-002-RECID-3;EV-SR-BL-8CC358EFDC91E8CD-COMP-BASE-002-COMP-4;EV-SR-BL-8CC358EFDC91E8CD-COMP-BASE-002-PKG-5;EV-SR-BL-8CC358EFDC91E8CD-COMP-BASE-002-EP-6,LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-BASE-002-BASE-0;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-BASE-002-REC-1;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-BASE-002-RECID-2;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-BASE-002-RECID-3;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-BASE-002-COMP-4;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-BASE-002-PKG-5;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-BASE-002-EP-6,,,Closed — Requires Revision
SR-BL-8CC358EFDC91E8CD-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,COMP-CONS-002,Conservative,SCEN-ABS-001,BL-8CC358EFDC91E8CD,kpi_002,,absenteeism-default,BL-8CC358EFDC91E8CD,EV-SR-BL-8CC358EFDC91E8CD-COMP-CONS-002-BASE-0;EV-SR-BL-8CC358EFDC91E8CD-COMP-CONS-002-REC-1;EV-SR-BL-8CC358EFDC91E8CD-COMP-CONS-002-RECID-2;EV-SR-BL-8CC358EFDC91E8CD-COMP-CONS-002-RECID-3;EV-SR-BL-8CC358EFDC91E8CD-COMP-CONS-002-COMP-4;EV-SR-BL-8CC358EFDC91E8CD-COMP-CONS-002-PKG-5;EV-SR-BL-8CC358EFDC91E8CD-COMP-CONS-002-EP-6,LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-CONS-002-BASE-0;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-CONS-002-REC-1;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-CONS-002-RECID-2;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-CONS-002-RECID-3;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-CONS-002-COMP-4;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-CONS-002-PKG-5;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-CONS-002-EP-6,,,Closed — Requires Revision
SR-BL-8CC358EFDC91E8CD-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,COMP-EXP-002,Expected,SCEN-ABS-001,BL-8CC358EFDC91E8CD,kpi_002,,absenteeism-default,BL-8CC358EFDC91E8CD,EV-SR-BL-8CC358EFDC91E8CD-COMP-EXP-002-BASE-0;EV-SR-BL-8CC358EFDC91E8CD-COMP-EXP-002-REC-1;EV-SR-BL-8CC358EFDC91E8CD-COMP-EXP-002-RECID-2;EV-SR-BL-8CC358EFDC91E8CD-COMP-EXP-002-RECID-3;EV-SR-BL-8CC358EFDC91E8CD-COMP-EXP-002-COMP-4;EV-SR-BL-8CC358EFDC91E8CD-COMP-EXP-002-PKG-5;EV-SR-BL-8CC358EFDC91E8CD-COMP-EXP-002-EP-6,LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-EXP-002-BASE-0;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-EXP-002-REC-1;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-EXP-002-RECID-2;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-EXP-002-RECID-3;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-EXP-002-COMP-4;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-EXP-002-PKG-5;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-EXP-002-EP-6,,,Closed — Requires Revision
SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,COMP-HIGH-002,Higher Intensity,SCEN-ABS-001,BL-8CC358EFDC91E8CD,kpi_002,,absenteeism-default,BL-8CC358EFDC91E8CD,EV-SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002-BASE-0;EV-SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002-REC-1;EV-SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002-RECID-2;EV-SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002-RECID-3;EV-SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002-COMP-4;EV-SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002-PKG-5;EV-SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002-EP-6,LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002-BASE-0;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002-REC-1;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002-RECID-2;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002-RECID-3;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002-COMP-4;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002-PKG-5;LIN-EV-SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002-EP-6,,,Closed — Requires Revision
SR-BL-E50E44185A8557BC-,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,-BLOCKED,Baseline,,BL-E50E44185A8557BC,kpi_002,,,BL-E50E44185A8557BC,,,,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-44E432B40BC6E736-,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,-BLOCKED,Baseline,,BL-44E432B40BC6E736,kpi_002,,,BL-44E432B40BC6E736,,,,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Closed — Unsupported
